PHYLUM,LINEAGE,CLASS,ORDER,FAMILY,COMMON NAME,CODE (5 letter code),SCIENTIFIC NAME,TAXON ID (see NCBI),GENOME OR TRANSCRIPTOME?,TECHNOLOGY,SOURCE,ACCESSION NUMBER,REFERENCE,EXTRA INFO,C (ASSEMBLY),S (ASSEMBLY),D (ASSEMBLY),F (ASSEMBLY),M (ASSEMBLY),C+F (GOOD if >85*),Busco database,No. ISOFORMS,C (LONGEST),S (LONGEST),D (LONGEST),F (LONGEST),M (LONGEST),C+F (GOOD if >85*),Busco database,No. GENES,EggNOG-mapper,FANTASIA
ANNELIDA,Pleistoannelida,Polychaeta/Errantia,Phyllodocida,Tomopteridae,,TOMO1,Tomopteris sp. ET-2021,2863090,Transcriptome,Illumina HiSeq 4000,NCBI SRA,SRR15277953,https://www.sciencedirect.com/science/article/pii/S1055790321002724#f0010,,96.3,70.9,25.4,1.5,2.2,97.8,metazoa_odb10,,90.3,89.3,1,1.5,8.2,91.8,metazoa_odb10,18931,13810,18880
ANNELIDA,Pleistoannelida,Polychaeta/Errantia,Phyllodocida,Typhloscolecidae,,TRAV1,Travisiopsis sp. ET-2021,2863091,Transcriptome,Illumina HiSeq 4000,NCBI SRA,SRR15277963,https://www.sciencedirect.com/science/article/pii/S1055790321002724#f0010,,72.9,45.1,27.8,11.4,15.7,84.3,metazoa_odb10,,69.5,68,1.5,10.4,20.1,79.9,metazoa_odb10,18998,11640,18962
ANNELIDA,Pleistoannelida,Polychaeta/Sedentaria,-,Arenicolidae,,APAC1,Abarenicola pacifica,273052,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR10997426,,,72.4,29.5,42.9,11.7,15.9,84.1,metazoa_odb10,,67.9,65.1,2.8,11,21.1,78.9,metazoa_odb10,16568,11580,16379
ANNELIDA,Pleistoannelida,Polychaeta/Sedentaria,-,Arenicolidae,,COCO1,Arenicola marina ,6344,Transcriptome,,Sequenced by us,-,,,99.4,25.9,73.5,0.5,0.1,99.9,metazoa_odb10,,88.1,87.2,0.9,0.7,11.2,88.8,metazoa_odb10,38751,19809,38682
ANNELIDA,Pleistoannelida,Polychaeta/Sedentaria,-,Capitellidae,,CTEL1,Capitella teleta,283909,Genome,,Uniprot,UP000014760,,,-,-,-,-,-,-,-,-,92.8,89.8,3,3.5,3.7,96.3,metazoa_odb10,31977,24198,31122
ANNELIDA,Pleistoannelida,Polychaeta/Sedentaria,-,Capitellidae,,HFIL1,Heteromastus filiformis,397554,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR8799327,,,64.3,29.9,34.4,20.5,15.2,84.8,metazoa_odb10,,60.1,57.4,2.7,18.8,21.1,78.9,metazoa_odb10,22613,15372,22430
ANNELIDA,Pleistoannelida,Polychaeta/Sedentaria,-,Opheliidae,,OACU1,Ophelina acuminata,190468,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR10997422,,,77,31,46,8.6,14.4,85.6,metazoa_odb10,,71,68.8,2.2,8.5,20.5,79.5,metazoa_odb10,17991,13234,17696
ANNELIDA,Pleistoannelida,Polychaeta/Sedentaria,-,Opheliidae ,,TMUC1,Thoracophelia mucronata,1280055,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR2017631,,,73.3,36.1,37.2,17.4,9.3,90.7,metazoa_odb10,,70.1,69.5,0.6,16.6,13.3,86.7,metazoa_odb10,27780,19665,27700
ANNELIDA,Pleistoannelida,Polychaeta/Sedentaria,-,Scalibregmatidae,,SINF1,Scalibregma inflatum,195275,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR8799334,,,78.7,31.4,47.3,10.8,10.5,89.5,metazoa_odb10,,72.8,70.6,2.2,11.4,15.8,84.2,metazoa_odb10,23239,15408,23109
ANNELIDA,Pleistoannelida,Polychaeta/Sedentaria,Orbiniida,Diurodrilidae,,DSUB1,Diurodrilus subterraneus,1318637,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR2131612        ,,,77.2,36.3,40.9,11,11.8,88.2,metazoa_odb10,,68.2,66.2,2,10.1,21.7,78.3,metazoa_odb10,27331,14978,27326
ANNELIDA,Pleistoannelida,Polychaeta/Sedentaria,Orbiniida,Orbiniidae,,LROB1,Leitoscoloplos robustus,645995,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR8799330,,,90.9,29.1,61.8,6.2,2.9,97.1,metazoa_odb10,,83.3,80.1,3.2,5.9,10.8,89.2,metazoa_odb10,34056,23317,33649
ANNELIDA,Pleistoannelida,Polychaeta/Sedentaria,Orbiniida,Orbiniidae,,NDEN1,Naineris dendritica,273009,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR2017044,,,62.7,19.8,42.9,22.3,15,85,metazoa_odb10,,60.7,59.1,1.6,20.4,18.9,81.1,metazoa_odb10,26013,18518,25960
ANNELIDA,Pleistoannelida,Polychaeta/Sedentaria,Orbiniida,Parergodrilidae,,PHEI1,Parergodrilus heideri,152569,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR2027862,,,51.3,31.4,19.9,24,24.7,75.3,metazoa_odb10,,50,40.1,9.9,21.5,28.5,71.5,metazoa_odb10,17004,12009,16958
ANNELIDA,Pleistoannelida,Polychaeta/Sedentaria,Orbiniida,Spintheridae,,SPIN1,Spinther sp. SA-2015,1649661,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR2005641,,,96.6,5.6,91,2,1.4,98.6,metazoa_odb10,,91.3,87.1,4.2,3.1,5.6,94.4,metazoa_odb10,30615,21364,29999
ANNELIDA,Pleistoannelida,Polychaeta/Sedentaria,Sabellida,Fabriciidae,,MOCC1,Manayunkia occidentalis,2704156,Transcriptome,Illumina HiSeq 4000,NCBI SRA,SRR11710117,,,98.7,40.7,58,0.3,1,99,metazoa_odb10,,81.2,78.1,3.1,2.1,16.7,83.3,metazoa_odb10,23949,16874,23920
ANNELIDA,Pleistoannelida,Polychaeta/Sedentaria,Sabellida,Sabellidae,,AORS1,Anamobaea orstedii,2733422,Transcriptome,Illumina HiSeq 4000,NCBI SRA,SRR11710101,,,69.6,49.6,20,10,20.4,79.6,metazoa_odb10,,68.5,64.9,3.6,9.2,22.3,77.7,metazoa_odb10,18375,12598,18350
ANNELIDA,Pleistoannelida,Polychaeta/Sedentaria,Sabellida,Sabellidae,,MINF1,Myxicola infundibulum,76264,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR10997423,,,77.7,25.4,52.3,11,11.3,88.7,metazoa_odb10,,73,62.9,10.1,9.9,17.1,82.9,metazoa_odb10,28267,18548,27952
ANNELIDA,Pleistoannelida,Polychaeta/Sedentaria,Sabellida,Siboglinidae,,LSAT1,Lamellibrachia satsuma,104711,Genome,,,,,,-,-,-,-,-,-,-,-,91.3,89.7,1.6,6.8,1.9,98.1,metazoa_odb10,32394,21557,32261
ANNELIDA,Pleistoannelida,Polychaeta/Sedentaria,Sabellida,Siboglinidae,,OALV1,Oasisia alvinae,53619,Genome,,Github,OsedaxGenome,https://www.biorxiv.org/content/10.1101/2022.08.04.502725v1.full,IN GITHUB. NOT YET IN NCBI. HAD TO CHANGE IT TO MULTIFASTA AND CHANGE HEADERS OF ASSEMBLY (REMOVE |PILON|BLABLABLA),-,-,-,-,-,-,-,-,97.9,96,1.9,0.7,1.4,98.6,metazoa_odb10,35869,19669,34480
ANNELIDA,Pleistoannelida,Polychaeta/Sedentaria,Sabellida,Siboglinidae,,OFRA1,Osedax frankpressi,283776,Genome,,Github,OsedaxGenome,https://www.biorxiv.org/content/10.1101/2022.08.04.502725v1.full,IN GITHUB. NOT YET IN NCBI. HAD TO CHANGE IT TO MULTIFASTA AND CHANGE HEADERS OF ASSEMBLY (REMOVE |PILON|BLABLABLA),-,-,-,-,-,-,-,-,91.6,90.6,1,1.9,6.5,93.5,metazoa_odb10,18025,10736,17786
ANNELIDA,Pleistoannelida,Polychaeta/Sedentaria,Sabellida,Siboglinidae,,PECH1,Paraescarpia echinospica,2080241,Genome,,,,,Chromosome level,-,-,-,-,-,-,-,-,81.4,79.4,2,7,11.6,88.4,metazoa_odb10,22642,14794,21990
ANNELIDA,Pleistoannelida,Polychaeta/Sedentaria,Sabellida,Siboglinidae,,RPAC1,Riftia pachyptila,6426,Genome,,Github,OsedaxGenome,https://www.biorxiv.org/content/10.1101/2022.08.04.502725v1.full,IN GITHUB. NOT YET IN NCBI,-,-,-,-,-,-,-,-,96.8,96.4,0.4,1,2.2,97.8,metazoa_odb10,37043,16802,35800
ANNELIDA,Pleistoannelida,Polychaeta/Sedentaria,Spionida,Spionidae,,BWEL1,Boccardia wellingtonensis,2584083,Transcriptome,Illumina HiSeq 4000,NCBI SRA,SRR14583823,,,95.1,37.9,57.2,3.7,1.2,98.8,metazoa_odb10,,91.4,90.6,0.8,3.9,4.7,95.3,metazoa_odb10,26529,18429,26465
ANNELIDA,Pleistoannelida,Polychaeta/Sedentaria,Terebellida/Cirratuliformia,Cirratulidae,,CCIR1,Cirratulus cirratus,394749,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR5590966,,,91.5,23.6,67.9,5.8,2.7,97.3,metazoa_odb10,,88,85,3,6.8,5.2,94.8,metazoa_odb10,37282,25408,37140
ANNELIDA,Pleistoannelida,Polychaeta/Sedentaria,Terebellida/Cirratuliformia,Flabelligeridae,,FMUN1,Flabegraviera mundata,2507406,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR10997425,,,63.1,31.1,32,21.7,15.2,84.8,metazoa_odb10,,58.7,54.2,4.5,19.6,21.7,78.3,metazoa_odb10,29488,19310,29147
ANNELIDA,Pleistoannelida,Polychaeta/Sedentaria,Terebellida/Cirratuliformia,Sternaspidae,,SSCU1,Sternaspis scutata,36133,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR3574594,,,58.3,23.3,35,22.1,19.6,80.4,metazoa_odb10,,53.1,50.3,2.8,18.6,28.3,71.7,metazoa_odb10,18867,13365,18583
ANNELIDA,Pleistoannelida,Polychaeta/Sedentaria,Terebellida/Terebelliformia,Alvinellidae,,APOM1,Alvinella pompejana,6376,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR3665375,,,54,47.6,6.4,26.2,19.8,80.2,metazoa_odb10,,53.1,51.6,1.5,23.5,23.4,76.6,metazoa_odb10,16968,12566,16909
ANNELIDA,Pleistoannelida,Polychaeta/Sedentaria,Terebellida/Terebelliformia,Ampharetidae,,HINV1,Hypania invalida,1977848,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR5590961,,,98.7,73.9,24.8,1,0.3,99.7,metazoa_odb10,,95.2,94.3,0.9,1.5,3.3,96.7,metazoa_odb10,23068,16640,23020
ANNELIDA,Pleistoannelida,Polychaeta/Sedentaria,Terebellida/Terebelliformia,Melinnidae,,MOCU1,Melinna oculata,2716577,Transcriptome,Illumina HiSeq 4000,NCBI SRA,SRR11434462,,,83.1,47.6,35.5,8.5,8.4,91.6,metazoa_odb10,,80.8,79.5,1.3,7.3,11.9,88.1,metazoa_odb10,25660,16940,25644
ANNELIDA,Pleistoannelida,Polychaeta/Sedentaria,Terebellida/Terebelliformia,Terebellidae,,NROB1,Neoamphitrite robusta,868091,Transcriptome,Illumina HiSeq 4000,NCBI SRA,SRR11434461,,,97.4,45.9,51.5,1.6,1,99,metazoa_odb10,,93.4,90.4,3,2.1,4.5,95.5,metazoa_odb10,31029,20853,30983
ANNELIDA,Pleistoannelida,Polychaeta/Sedentaria,Terebellida/Terebelliformia,Trichobranchidae,,TEST1,Terebellides stroemi,1037239,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR8799333,,,83.8,24.5,59.3,9.7,6.5,93.5,metazoa_odb10,,77.7,75.3,2.4,8.9,13.4,86.6,metazoa_odb10,26259,17641,26049
ANNELIDA,Pleistoannelida,Polychaeta/Sedentaria,Terebellida/Terebelliformia,Trichobranchidae,,TROS1,Trichobranchus roseus,2248427,Transcriptome,Illumina HiSeq 4000,NCBI SRA,SRR11434466,,,87.7,42.1,45.6,6.9,5.4,94.6,metazoa_odb10,,83.3,79.9,3.4,7.8,8.9,91.1,metazoa_odb10,25013,17267,24994
ARTHROPODA,Chelicerata,??,Xiphosura,Limulidae,Horse shoe crabs,CROT1,Carcinoscorpius rotundicauda,6848,Genome,"llumina HiSeq X, PacBio, Hi–C",Figshare,13172414/2,,Chromosome level,-,-,-,-,-,-,-,-,91.1,83.6,7.5,6.6,2.3,97.7,metazoa_odb10,28424,25450,27024
ARTHROPODA,Chelicerata,??,Xiphosura,Limulidae,Horseshoe crabs,LPOL1,Limulus polyphemus,6850,Genome,454+Illumina,NCBI Genome,GCF_000517525.1,,,-,-,-,-,-,-,-,-,92.5,86,6.5,4.7,2.8,97.2,metazoa_odb10,22879,20689,22686
ARTHROPODA,Chelicerata,??,Xiphosura,Limulidae,Horseshoe crabs,TGIG1,Tachypleus gigas,6852,Genome,SMRT reads + Illumina pe + Hi‐C  chromosome‐level genome ,NCBI Genome,GCA_014155125.1,https://onlinelibrary.wiley.com/doi/abs/10.1111/1755-0998.13233,Chromosome level,-,-,-,-,-,-,-,-,79.4,74.7,4.7,12.5,8.1,91.9,metazoa_odb10,26157,21137,26082
ARTHROPODA,Chelicerata,??,Xiphosura,Limulidae,Horse shoe crabs,TTRI1,Tachypleus tridentatus,6853,Genome,"llumina HiSeq X, PacBio, Hi–C",DRYAD,dryad.68pk1rv,https://onlinelibrary.wiley.com/doi/full/10.1111/1755-0998.12988,Chromosome level,-,-,-,-,-,-,-,-,73,68,5,10.7,16.3,83.7,metazoa_odb10,34966,28251,34092
ARTHROPODA,Chelicerata,Arachnida,Acariformes/Sarcoptiformes,Acaridae,mites,RROB1,Rhizoglyphus robini,223528,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR946953,,https://antropocene.it/es/2023/01/30/rhizoglyphus-robini-3/,87.5,37.4,50.1,3.6,8.9,91.1,metazoa_odb10,"30,941",64.7,62.9,1.8,2.3,33,67,metazoa_odb10,30941,16032,30899
ARTHROPODA,Chelicerata,Arachnida,Acariformes/Sarcoptiformes,Camisiidae,mites,PPEL1,Platynothrus peltifer,128015,Transcriptome,Illumina MiSeq,NCBI SRA,SRR4039022,,,84.7,58.2,26.5,7.7,7.6,92.4,metazoa_odb10,"20,583",79.9,79.2,0.7,7.7,12.4,87.6,metazoa_odb10,20583,15300,20567
ARTHROPODA,Chelicerata,Arachnida,Acariformes/Sarcoptiformes,Echimyopodidae,mites,BTRO1,Blomia tropicalis,40697,Genome,IonTorrent; Illumina NovaSeq; PacBio Sequel,NCBI Genome,GCA_021650745.2,https://academic.oup.com/mbe/article/39/5/msac097/6582989?login=true,,-,-,-,-,-,-,-,-,87.6,85.6,2,1.3,11.1,88.9,metazoa_odb10,16592,8960,16496
ARTHROPODA,Chelicerata,Arachnida,Acariformes/Sarcoptiformes,Hypochthoniidae,mites,HRUF1,Hypochthonius rufulus,66581,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR4039020,,,91.3,39.1,52.2,2.7,6,94,metazoa_odb10,"14,809",74.3,73.5,0.8,3.6,22.1,77.9,metazoa_odb10,14809,11360,14793
ARTHROPODA,Chelicerata,Arachnida,Acariformes/Sarcoptiformes,Nothridae,mites,NPAL1,Nothrus palustris,198293,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR4039021,,,94.7,26.1,68.6,1.6,3.7,96.3,metazoa_odb10,"19,930",65.9,64.9,1,1.9,32.2,67.8,metazoa_odb10,19930,12975,19886
ARTHROPODA,Chelicerata,Arachnida,Acariformes/Sarcoptiformes,Sarcoptidae,mites,SASC1,Sarcoptes scabiei,52283,Genome,Illumina HiSeq; PacBio Sequel,FigShare,16999372,https://www.authorea.com/users/477772/articles/566229-comparative-genomics-of-sarcoptes-scabiei-provides-new-insights-into-adaptation-to-permanent-parasitism-and-within-host-species-divergence,Chromosome level,-,-,-,-,-,-,-,-,82.8,82,0.8,2.6,14.6,85.4,metazoa_odb10,9332,7484,9286
ARTHROPODA,Chelicerata,Arachnida,Acariformes/Sarcoptiformes,Steganacaridae,mites,SMAG1,Steganacarus magnus,52000,Transcriptome,Illumina MiSeq,NCBI SRA,SRR4039023,,,92.7,36.1,56.6,2,5.3,94.7,metazoa_odb10,"18,055",73.3,71.9,1.4,1.8,24.9,75.1,metazoa_odb10,18055,12434,18010
ARTHROPODA,Chelicerata,Arachnida,Acariformes/Trombidiformes,Penthaleidae,redlegged earth mite,HDES1,Halotydeus destructor,2874060,Genome,PacBio,NCBI Genome,GCA_022750525.1,,,-,-,-,-,-,-,-,-,87.3,85.7,1.6,2.9,9.8,90.2,metazoa_odb10,14583,10351,14513
ARTHROPODA,Chelicerata,Arachnida,Acariformes/Trombidiformes,Tetranychidae,mites,PCIT1,Panonychus citri,50023,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR341928,,,80.6,55.2,25.4,7.7,11.7,88.3,metazoa_odb10,"15,849",77.5,73.3,4.2,5.6,16.9,83.1,metazoa_odb10,15849,12342,15689
ARTHROPODA,Chelicerata,Arachnida,Acariformes/Trombidiformes,Tetranychidae,mites,TCIN1,Tetranychus cinnabarinus,93129,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR519097,,,83.7,63.6,20.1,4.1,12.2,87.8,metazoa_odb10,"12,167",78.8,76.9,1.9,3.7,17.5,82.5,metazoa_odb10,12167,10087,12118
ARTHROPODA,Chelicerata,Arachnida,Acariformes/Trombidiformes,Tetranychidae,mites,TURT1,Tetranychus urticae,32264,Genome,SANGER sequencing,NCBI Genome,GCF_000239435.1,,,-,-,-,-,-,-,-,-,88,70.2,17.8,1.7,10.3,89.7,metazoa_odb10,11673,10201,11483
ARTHROPODA,Chelicerata,Arachnida,Acariformes/Trombidiformes,Trombiculidae,mites,LDEL1,Leptotrombidium deliense,299467,Genome,Illumina pair-end and mate-pair,GigaDB,100505,https://academic.oup.com/gigascience/article/7/12/giy127/5160133,,-,-,-,-,-,-,-,-,87.3,84.7,2.6,5.3,7.4,92.6,metazoa_odb10,14667,13621,14625
ARTHROPODA,Chelicerata,Arachnida,Acariformes/Trombidiformes,Trombidiidae,mites,DTIN1,Dinothrombium tinctorium,1965070,Genome,Illumina HiSeq,NCBI Genome,GCA_003675995.1,,,-,-,-,-,-,-,-,-,88.3,54.4,33.9,2.5,9.2,90.8,metazoa_odb10,19024,18041,12506
ARTHROPODA,Chelicerata,Arachnida,Amblypygi,Charinidae,Whip spiders,CIOA1,Charinus ioanniticus,1938788,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR12389128,,,86,60,26,8.7,5.3,94.7,metazoa_odb10,"19,085",82.4,80.8,1.6,8.3,9.3,90.7,metazoa_odb10,19085,14303,19073
ARTHROPODA,Chelicerata,Arachnida,Amblypygi,Charinidae,Whip spiders,CISR1,Charinus israelensis,2760776,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR12389135,,,98.8,53.9,44.9,0.7,0.5,99.5,metazoa_odb10,"22,921",94.1,92.2,1.9,1,4.9,95.1,metazoa_odb10,22921,14921,22904
ARTHROPODA,Chelicerata,Arachnida,Amblypygi,Phrynichidae,Whip spiders,DAMO1,Damon sp. Maynooth,2508655,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR8745909,,,89,70.6,18.4,6.9,4.1,95.9,metazoa_odb10,"16,896",87.5,86,1.5,6.7,5.8,94.2,metazoa_odb10,16896,13329,16853
ARTHROPODA,Chelicerata,Arachnida,Amblypygi,Phrynidae,Whip spiders,PMAR1,Phrynus marginemaculatus,118542,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR12232018,,,99.7,49.6,50.1,0.1,0.2,99.8,metazoa_odb10,"27,352",93.6,91.1,2.5,0.6,5.8,94.2,metazoa_odb10,27352,16555,27328
ARTHROPODA,Chelicerata,Arachnida,Araneae,Anapidae,Spiders,NOVA1,Novanapis sp. RK-2018,2080923,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR6998663,,,85.5,45.7,39.8,11.1,3.4,96.6,metazoa_odb10,"23,891",76.6,75.9,0.7,10.9,12.5,87.5,metazoa_odb10,23891,15803,23883
ARTHROPODA,Chelicerata,Arachnida,Araneae,Araneidae,Spiders,ABRU1,Argiope bruennichi,94029,Genome,PacBio Sequel; Illumina,NCBI Genome,GCA_015342795.1,,Chromosome level,-,-,-,-,-,-,-,-,84.5,82.6,1.9,8.5,7,93,metazoa_odb10,23259,15836,23229
ARTHROPODA,Chelicerata,Arachnida,Araneae,Araneidae,Spiders,NARA1,Neoscona arabesca,336594,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR1145741,,,76.9,57.8,19.1,16.6,6.5,93.5,metazoa_odb10,"17,764",70.9,69.7,1.2,16.8,12.3,87.7,metazoa_odb10,17764,13909,17752
ARTHROPODA,Chelicerata,Arachnida,Araneae,Atypidae,Spiders,SRUF1,Sphodros rufipes,1203468,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR1514908,,,94.4,77.9,16.5,3.2,2.4,97.6,metazoa_odb10,"13,254",92.4,90.8,1.6,3.2,4.4,95.6,metazoa_odb10,13254,11120,13241
ARTHROPODA,Chelicerata,Arachnida,Araneae,Deinopidae,Spiders,MENN1,Menneus sp. RK-2018,2080916,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR6997878,,,65.5,37.3,28.2,23.9,10.6,89.4,metazoa_odb10,"18,694",59.7,59.1,0.6,21.4,18.9,81.1,metazoa_odb10,18694,14077,18679
ARTHROPODA,Chelicerata,Arachnida,Araneae,Desidae,Spiders,PARA1,Paramatachia sp. RK-2018,2080958,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR6998654,,,66.8,39.8,27,24.5,8.7,91.3,metazoa_odb10,"22,221",61.3,60.3,1,23.7,15,85,metazoa_odb10,22221,16460,22211
ARTHROPODA,Chelicerata,Arachnida,Araneae,Dictynidae,Spiders,ARAQ1,Argyroneta aquatica,375087,Transcriptome,Illumina HiSeq X Ten,NCBI SRA,SRR9994194,,,97.3,44.9,52.4,1.7,1,99,metazoa_odb10,"19,151",88.2,85.7,2.5,1.5,10.3,89.7,metazoa_odb10,19151,13100,19087
ARTHROPODA,Chelicerata,Arachnida,Araneae,Eresidae,Spiders,SDUM1,Stegodyphus dumicola,202533,Genome,Illumina HiSeq+PacBio,NCBI Genome,GCF_010614865.1,https://www.mdpi.com/2073-4425/10/2/137,,-,-,-,-,-,-,-,-,87.5,61.7,25.8,6.9,5.6,94.4,metazoa_odb10,20837,18349,20390
ARTHROPODA,Chelicerata,Arachnida,Araneae,Filistatidae,Spiders,KHIB1,Kukulcania hibernalis,268415,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR1514878,,,85.3,74.1,11.2,9.4,5.3,94.7,metazoa_odb10,"14,900",83.8,82.8,1,8.2,8,92,metazoa_odb10,14900,12212,14876
ARTHROPODA,Chelicerata,Arachnida,Araneae,Gnaphosidae,Spiders,SCAP1,Sergiolus capulatus,1506255,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR1514903,,,83.2,74.1,9.1,10.3,6.5,93.5,metazoa_odb10,"15,032",81.7,80.4,1.3,10.2,8.1,91.9,metazoa_odb10,15032,12200,15013
ARTHROPODA,Chelicerata,Arachnida,Araneae,Gradungulidae,Spiders,POTW1,Progradungula otwayensis,2080872,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR6998916,,,73.7,39.5,34.2,19.5,6.8,93.2,metazoa_odb10,"18,721",67.1,66.4,0.7,17.7,15.2,84.8,metazoa_odb10,18721,13916,18710
ARTHROPODA,Chelicerata,Arachnida,Araneae,Homalonychidae,Spiders,HTHE1,Homalonychus theologus,320780,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR3144075,,,78.2,53,25.2,14.5,7.3,92.7,metazoa_odb10,"18,673",76.7,74.8,1.9,13.3,10,90,metazoa_odb10,18673,14872,18593
ARTHROPODA,Chelicerata,Arachnida,Araneae,Leptonetidae,Spiders,ARCH1,Archoleptoneta schusteri,1002511,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR6997753,,,78.4,40.9,37.5,16.8,4.8,95.2,metazoa_odb10,"21,982",68.6,67.6,1,17,14.4,85.6,metazoa_odb10,21982,16641,21973
ARTHROPODA,Chelicerata,Arachnida,Araneae,Liphistiidae,Spiders,LTHA1,Liphistius thaleban,1905330,Transcriptome,NextSeq 500,NCBI SRA,ERR1856562,,,94.1,63.6,30.5,4,1.9,98.1,metazoa_odb10,"16,288",91.8,90.4,1.4,4.1,4.1,95.9,metazoa_odb10,16288,12510,16262
ARTHROPODA,Chelicerata,Arachnida,Araneae,Lycosidae,Spiders,SROV1,Schizocosa rovneri,128042,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR1514894,,,95.7,69.6,26.1,2.4,1.9,98.1,metazoa_odb10,"16,007",91.5,89.9,1.6,2.3,6.2,93.8,metazoa_odb10,16007,12895,15983
ARTHROPODA,Chelicerata,Arachnida,Araneae,Mecicobothriidae,Spiders,MFUL1,Megahexura fulva,389833,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR1514891,,,97.3,78,19.3,1.7,1,99,metazoa_odb10,"15,746",95.7,92.9,2.8,1.6,2.7,97.3,metazoa_odb10,15746,12537,15723
ARTHROPODA,Chelicerata,Arachnida,Araneae,Mimetidae,Spiders,ELEO1,Ero leonina,1506261,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR1514886,,,95.9,42.9,53,2,2.1,97.9,metazoa_odb10,"20,382",92.8,90.8,2,1.7,5.5,94.5,metazoa_odb10,20382,15156,20367
ARTHROPODA,Chelicerata,Arachnida,Araneae,Mysmenidae,Spiders,MGUT1,Microdipoena guttata,709022,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR1333842,,,89,33.5,55.5,9,2,98,metazoa_odb10,"21,135",83.7,83,0.7,9.6,6.7,93.3,metazoa_odb10,21135,15914,21103
ARTHROPODA,Chelicerata,Arachnida,Araneae,Mysmenidae,Spiders,MLEI1,Mysmena leichhardti,926011,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR6998665,,,93.9,38.8,55.1,4.3,1.8,98.2,metazoa_odb10,"18,698",87.4,86.5,0.9,4.5,8.1,91.9,metazoa_odb10,18698,14462,18690
ARTHROPODA,Chelicerata,Arachnida,Araneae,Nicodamidae,Spiders,NICO1,Nicodamidae sp. 2 RK-2018,2080922,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR6998661,,,71.3,49.1,22.2,23.2,5.5,94.5,metazoa_odb10,"20,373",66,65.5,0.5,20.6,13.4,86.6,metazoa_odb10,20373,15751,20359
ARTHROPODA,Chelicerata,Arachnida,Araneae,Ochyroceratidae,Spiders,OCHY1,Ochyrocera sp. RK-2018,2080925,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR7028536,,,77.8,41.1,36.7,17.2,5,95,metazoa_odb10,"22,065",66.6,65.6,1,17.1,16.3,83.7,metazoa_odb10,22065,16665,22058
ARTHROPODA,Chelicerata,Arachnida,Araneae,Oecobiidae,Spiders,OECO1,Oecobius cellariorum,198414,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR1365089,,,92.1,52.8,39.3,5.8,2.1,97.9,metazoa_odb10,"19,554",84.3,83.1,1.2,5.7,10,90,metazoa_odb10,19554,14976,19539
ARTHROPODA,Chelicerata,Arachnida,Araneae,Oonopidae,Spiders,OPOP1,Opopaea sp. RK-2018,2080926,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR6998659,,,74,42.7,31.3,18.6,7.4,92.6,metazoa_odb10,"34,363",66.6,65.7,0.9,18.1,15.3,84.7,metazoa_odb10,34363,22690,34349
