maxid,Genus,Species,phylum,CellType,CellSubType,LambdaMax,error,Chromophore,Stage,useable,expid,opsinid,refid,Notes
1351,Cavia,porcellus,Chordata,cone,,530,,,,,,0,106,
1352,Cavia,porcellus,Chordata,cone,,400,4.7,,,,,0,106,
1353,Galleria,mellonella,Arthropoda,rhabdomeric,,510,,,adult,,,0,82,"Couldn't see page due to bad wifi, not sure if there is error reported. Check for cell subtype."
1354,Microcebus,murinus,Chordata,cone,SWS,409,,,,,,0,171,
1355,Struthio,camelus,NA,Rod,,504,,,chick,,,0,283,Herbivore
1356,Rhea ,americana,NA,Rod,,504,,,chick,,,0,283,Herbivore
1357,Gallus ,gallus domesticus,NA,Rod,,509,,,unknown,,,0,283,Insectivore
1358,Coturnix ,japonica,NA,Rod,,505,,,unknown,,,0,283,Herbivore
1359,Meleagris ,galoparvo,NA,Rod,,504,,,unknown,,,0,283,Herbivore
1360,Pavo ,cristatus,NA,Rod,,504,,,unknown,,,0,283,Insectivore
1361,Anas ,platyrhynchos,NA,Rod,,505,,,unknown,,,0,283,Herbivore
1362,Columba,livia,NA,Rod,,506,,,unknown,,,0,283,Herbivore
1363,Taeniopygia,guttata,NA,Rod,,507,,,unknown,,,0,283,Herbivore
1364,Leiothrix,lutea,NA,Rod,,500,,,unknown,,,0,283,Herbivore
1365,Serinus,canaria,NA,Rod,,506,,,unknown,,,0,283,Herbivore
1366,Sturnus,vulgaris,NA,Rod,,503,,,unknown,,,0,283,Insectivore
1367,Turdus,merula,NA,Rod,,504,,,unknown,,,0,283,Herbivore
1368,Parvus ,caeruleus,NA,Rod,,503,,,unknown,,,0,283,Insectivore
1369,Melopsittacus,undulatus,NA,Rod,,509,,,unknown,,,0,283,Herbivore
1370,Strix,aluco,NA,Rod,,503,,,unknown,,,0,283,Insectivore/Carnivore
1371,Anas,playrhnchos domesticus,NA,Rod,,504,,,unknown,,,0,72,Insectivore
1372,Buteo,jamaicensis,NA,Rod,,501,,,unknown,,,0,72,Insectivore/Carnivore
1373,Larus,atricilla,NA,Rod,,508,,,unknown,,,0,72,Insectivore
1374,Amandina,fasciata,NA,Rod,,503,,,unknown,,,0,72,Insectivore
1375,Corvus ,frugilegus,NA,Rod,,504,,,unknown,,,0,72,Insectivore
1376,Chloebia,gouldiae,NA,Rod,,502,,,unknown,,,0,72,Herbivore
1377,Lonchura,maga,NA,Rod,,503,,,unknown,,,0,72,Herbivore
1378,Neochmia,modesta,NA,Rod,,503,,,unknown,,,0,72,Herbivore
1379,Passer,domesticus,NA,Rod,,504,,,unknown,,,0,72,Herbivore
1380,Melopsittacus,undatus,NA,Rod,,509,,,unknown,,,0,72,Herbivore
1381,Dromiceius,novae-hollandiae,NA,Rod,,502,,,unknown,,,0,72,Herbivore
1382,Nothoprocta,cinerascens cinerascens,NA,Rod,,504,,,unknown,,,0,72,Insectivore
1383,Nothoprocta,perdicaria sanborni,NA,Rod,,501,,,unknown,,,0,72,Herbivore
1384,Phalaenoptilus,nuttallii,NA,Rod,,506,,,unknown,,,0,72,Insectivore
1385,Streptopelia,roseogrisea,NA,Rod,,502,,,unknown,,,0,72,Herbivore
1386,Zenaida,macroura,NA,Rod,,502,,,unknown,,,0,72,Herbivore
1387,Callipepla,californica,NA,Rod,,500,,,unknown,,,0,72,Herbivores
1388,Colinus,virginianus,NA,Rod,,500,,,unknown,,,0,72,Herbivores
1389,Carpodacus,mexicanus,NA,Rod,,502,,,unknown,,,0,72,Herbivore
1390,Estrilda,troglodytes,NA,Rod,,502,,,unknown,,,0,72,Insectivore
1391,Lonchura,malabarica,NA,Rod,,502,,,unknown,,,0,72,Herbivore
1392,Lonchura,malacca,NA,Rod,,503,,,unknown,,,0,72,Herbivore
1393,Lonchura,striata,NA,Rod,,502,,,unknown,,,0,72,Herbivore
1394,Molothrus,ater,NA,Rod,,501,,,unknown,,,0,72,Herbivore
1395,Pipilo,fuscus,NA,Rod,,500,,,unknown,,,0,72,Insectivore
1396,Plocepasser,mahali,NA,Rod,,504,,,unknown,,,0,72,Insectivore
1397,Zonotrichia,leucophrys,NA,Rod,,502,,,unknown,,,0,72,Herbivore
1398,Melopsittacus,undalatus,NA,Rod,,505,,,unknown,,,0,72,Herbivore
1399,Bubo,virginianus,NA,Rod,,502,,,unknown,,,0,72,Carnivore
1400,Otus,asio,NA,Rod,,505,,,unknown,,,0,72,Insectivore
1401,Speotyto,cunicularia,NA,Rod,,503,,,unknown,,,0,72,Insectivore
1402,Tyto,alba,NA,Rod,,500,,,unknown,,,0,72,Insectivore
1403,Ostorhinchus,Cookii,Chordata,cone,single ,453,,,,,,0,299,
1404,Ostorhinchus,Cookii,Chordata,cone,single ,468,,,,,,0,299,
1405,Ostorhinchus,Cookii,Chordata,cone ,double,506,,,,,,0,299,
1406,Ostorhinchus,Cookii,Chordata,cone,double,519,,,,,,0,299,
1407,Ostorhinchus,Cookii,Chordata,rod,,504,,,,,,0,299,
1408,Ostorhinchus,Cyanosoma,Chordata,cone,single,452,,,,,,0,299,
1409,Ostorhinchus,Cyanosoma,Chordata,cone ,double,504,,,,,,0,299,
1410,Ostorhinchus,Cyanosoma,Chordata,cone ,double,519,,,,,,0,299,
1411,Ostorhinchus,Cyanosoma,Chordata,rod ,single,503,,,,,,0,299,
1412,Ostorhinchus,Doederleini,Chordata,cone,single,467,,,,,,0,299,
1413,Ostorhinchus,Doederleini,Chordata,cone,double,402,,,,,,0,299,
1414,Ostorhinchus,Doederleini,Chordata,cone,double,516,,,,,,0,299,
1415,Ostorhinchus,Doederleini,Chordata,rod,,501,,,,,,0,299,
1416,Zoramia ,Viridiventer,Chordata,cone,single,441,,,,,,0,299,
1417,Zoramia ,Viridiventer,Chordata,cone,double,506,,,,,,0,299,
1418,Zoramia ,Viridiventer,Chordata,cone,double,520,,,,,,0,299,
1419,Zoramia ,Viridiventer,Chordata,rod,,502,,,,,,0,299,
1420,Zoramia ,Leptacanthus,NA,cone,single,442,,,,,,0,299,
1421,Zoramia ,Leptacanthus,NA,cone,double,501,,,,,,0,299,
1422,Zoramia ,Leptacanthus,NA,cone,double,512,,,,,,0,299,
1423,Zoramia ,Leptacanthus,NA,cone,double,521,,,,,,0,299,
1424,Zoramia ,Leptacanthus,NA,rod,,504,,,,,,0,299,
1425,Rhabdamia ,Gracilis,Chordata,cone,single,420,,,,,,0,299,
1426,Rhabdamia ,Gracilis,Chordata,cone,double,485,,,,,,0,299,
1427,Rhabdamia ,Gracilis,Chordata,cone,double,500,,,,,,0,299,
1428,Rhabdamia ,Gracilis,Chordata,cone,double,520,,,,,,0,299,
1429,Rhabdamia ,Gracilis,Chordata,rod,,497,,,,,,0,299,
1430,Nectamia ,Savayensis,Chordata,cone,single,466,,,,,,0,299,
1431,Nectamia ,Savayensis,Chordata,cone,double,493,,,,,,0,299,
1432,Nectamia ,Savayensis,Chordata,cone,double,507,,,,,,0,299,
1433,Nectamia ,Savayensis,Chordata,cone,double,520,,,,,,0,299,
1434,Nectamia ,Savayensis,Chordata,rod,,505,,,,,,0,299,
1435,Microcebus,murinus,Chordata,cone,LWS,558,,,,,,0,171,
1436,Mirza,coquereli,Chordata,cone,SWS,409,,,,,,0,171,
1437,Mirza,coquereli,Chordata,cone,LWS,558,,,,,,0,171,
1438,Cheirogaleus,major,Chordata,cone,SWS,409,,,,,,0,171,
1439,Cheirogaleus,major,Chordata,cone,LWS,543,,,,,,0,171,
1440,Cheirogaleus,medius,Chordata,cone,LWS,543,,,,,,0,171,
1441,Avahi,laniger,Chordata,cone,LWS,558,,,,,,0,171,
1442,Lepilemur,ruficaudatus,Chordata,cone,SWS,416,,,,,,0,171,
1443,Lepilemur,ruficaudatus,Chordata,cone,LWS,543,,,,,,0,171,
1444,Daubentonia,madagascariensis ,Chordata,cone,SWS,406,,,,,,0,171,
1445,Daubentonia,madagascariensis ,Chordata,cone,LWS,543,,,,,,0,171,
1446,Loris,tardigradus,Chordata,cone,LWS,543,,,,,,0,171,
1447,Otolemur,crassicaudatus,Chordata,cone,LWS,543,,,,,,0,171,
1448,Otolemur,crassicaudatus,Chordata,rod,,507,,,,,,0,171,
1449,Otolemur,garnettii,Chordata,cone,LWS,545,,,,,,0,171,
1450,Galago,senegalensis,Chordata,cone,LWS,545,,,,,,0,171,
1451,Tarsius,syrichta,Chordata,cone,LWS,558,,,,,,0,171,
1452,Tarsius,bancanus,Chordata,cone,LWS,543,,,,,,0,171,
1453,Aotus,trivirgatus,Chordata,cone,LWS,543,,,,,,0,171,
1454,Aotus,trivirgatus,Chordata,rod,,500,,,,,,0,171,
1455,Procyon,lotor,Chordata,cone,LWS,560,,,,,,0,171,
1456,Procyon,lotor,Chordata,rod,,503,,,,,,0,171,
1457,Potos,flavus,Chordata,cone,LWS,548,,,,,,0,171,
1458,Mustela,putorius furo,Chordata,cone,SWS,430,,,,,,0,171,
1459,Mustela,putorius furo,Chordata,cone,LWS,558,,,,,,0,171,
1460,Mustela,putorius furo,Chordata,rod,,505,,,,,,0,171,
1461,Mus,musculus,Chordata,cone,SWS,360,,,,,,0,171,
1462,Mus,musculus,Chordata,cone,LWS,512,,,,,,0,171,
1463,Mus,musculus,Chordata,rod,,498,,,,,,0,171,
1464,Rattus,rattus,Chordata,cone,SWS,360,,,,,,0,171,
1465,Rattus,rattus,Chordata,cone,LWS,510,,,,,,0,171,
1466,Rattus,rattus,Chordata,rod,,498,,,,,,0,171,
1467,Glaucomys,sabrinus,Chordata,cone,LWS,512,,,,,,0,171,
1468,Monodelphis,domestica,Chordata,cone,SWS,362,,,,,,0,171,
1469,Monodelphis,domestica,Chordata,cone,LWS,555,,,,,,0,171,
1470,Didelphis,aurita,Chordata,cone,SWS,362,,,,,,0,171,
1471,Didelphis,aurita,Chordata,cone,LWS,555,,,,,,0,171,
1472,Didelphis,virginiana,Chordata,rod,,493,,,,,,0,171,
1473,Setonix,brachyurus,Chordata,cone,SWS,424,,,,,,0,171,
1474,Setonix,brachyurus,Chordata,cone,LWS,502,,,,,,0,171,
1475,Setonix,brachyurus,Chordata,cone,LWS,538,,,,,,0,171,
1476,Setonix,brachyurus,Chordata,rod,,505,,,,,,0,171,
1477,Thylamys,elegans,Chordata,cone,SWS,365,,,,,,0,171,
1478,Thylamys,elegans,Chordata,cone,LWS,565,,,,,,0,171,
1479,Thylamys,elegans,Chordata,rod,,505,,,,,,0,171,
1480,Glossophaga,soricina,Chordata,cone,SWS,365,,,,,,0,171,
1481,Carollia,perspicillata,Chordata,cone,SWS,365,,,,,,0,171,
1482,Carollia,perspicillata,Chordata,rod,,500,,,,,,0,171,
1483,Pteropus,dasymallus,Chordata,cone,SWS,358,,,,,,0,171,
1484,Pteropus,dasymallus,Chordata,cone,LWS,553,,,,,,0,171,
1485,Haplonycteris,fischeri,Chordata,cone,SWS,358,,,,,,0,171,
1486,Haplonycteris,fischeri,Chordata,cone,LWS,553,,,,,,0,171,
1487,Myotis,velifer,Chordata,cone,SWS,358,,,,,,0,171,
1488,Myotis,velifer,Chordata,cone,LWS,565,,,,,,0,171,
1489,Myotis,velifer,Chordata,rod,,501,,,,,,0,171,
1490,Strix,aluco,Chordata,cone,SWS,463,,,,,,0,171,
1491,Strix,aluco,Chordata,rod,,503,,,,,,0,171,
1492,Bubo,virginianus,Chordata,cone,LWS,555,,,,,,0,171,
1493,Caprimulgus,europaeus,Chordata,cone,SWS,406,,,,,,0,171,
1494,Tarentola,chazaliae,Chordata,cone,SWS,360,,,,,,0,171,
1495,Tarentola,chazaliae,Chordata,cone,SWS,440,,,,,,0,171,
1496,Tarentola,chazaliae,Chordata,cone,LWS,520,,,,,,0,171,
1497,Gekko,gekko,Chordata,cone,SWS,364,,,,,,0,171,
1498,Gekko,gekko,Chordata,cone,SWS,467,,,,,,0,171,
1499,Gekko,gekko,Chordata,cone,LWS,521,,,,,,0,171,
1500,Hemidactylus,turcicus,Chordata,cone,SWS,366,,,,,,0,171,
1501,Hemidactylus,turcicus,Chordata,cone,SWS,467,,,,,,0,171,
1502,Hemidactylus,turcicus,Chordata,cone,LWS,527,,,,,,0,171,
1503,Hemidactylus,garnotii,Chordata,cone,SWS,363,,,,,,0,171,
1504,Hemidactylus,garnotii,Chordata,cone,SWS,464,,,,,,0,171,
1505,Hemidactylus,garnotii,Chordata,cone,LWS,521,,,,,,0,171,
1506,Teratoscincus,scincus,Chordata,cone,SWS,365,,,,,,0,171,
1507,Teratoscincus,scincus,Chordata,cone,SWS,452,,,,,,0,171,
1508,Teratoscincus,scincus,Chordata,cone,LWS,533,,,,,,0,171,
1509,Mysis ,sp.,Arthropoda,,"LWS, MWS",,,,,,,0,119,
1510,Cottus,gobio,Chordata,cone,LWS,465,,,,,,0,129,
1511,Cottus,gobio,Chordata,cone,MWS,453,,,,,,0,129,
1512,Cottus,gobio,Chordata,cone,SWS,452,,,,,,0,129,
1513,Cottus,gobio,Chordata,rod,,458,,,,,,0,129,
1514,Serinus,canaria,Chordata,cone,"LWS, single",615,,A1,Adult,,,0,134,
1515,Serinus,canaria,Chordata,cone,"MWS, single",540,,A1,Adult,,,0,134,
1516,Serinus,canaria,Chordata,cone,"SWS, single",450,,A1,Adult,,,0,134,
1517,Serinus,canaria,Chordata,cone,"UVS, single",366,,A1,Adult,,,0,134,
1518,Serinus,canaria,Chordata,rod,,506,2.1,A1,Adult,,,0,134,
1519,Pseudotropheus ,acei,Chordata,rod,,505,1.1,,,,,0,387,
1520,Pseudotropheus ,acei,Chordata,cone,"SWS, single",378,2.5,,,,,0,387,
1521,Pseudotropheus ,acei,Chordata,cone,"SWS, single",415,4.7,,,,,0,387,
1522,Pseudotropheus ,acei,Chordata,cone,"SWS, single",451,7.5,,,,,0,387,
1523,Pseudotropheus ,acei,Chordata,cone,double,482,1,,,,,0,387,
1524,Pseudotropheus ,acei,Chordata,cone,double,506,2.7,,,,,0,387,
1525,Pseudotropheus ,acei,Chordata,cone,double,535,0.6,,,,,0,387,
1526,Pseudotropheus ,acei,Chordata,cone,"LWS, single",476,5.3,,,,,0,387,
1527,Pseudotropheus ,acei,Chordata,cone,"LWS, single",505,2.3,,,,,0,387,
1528,Pseudotropheus ,acei,Chordata,cone,"LWS, single",534,2.1,,,,,0,387,
1529,Pseudotropheus ,acei,Chordata,cone,"LWS, single",566,8,,,,,0,387,
1530,Melanochromis ,vermivorus,Chordata,rod,,505,1.1,,,,,0,387,
1531,Melanochromis ,vermivorus,Chordata,cone,"SWS, single",418,1.3,,,,,0,387,
1532,Melanochromis ,vermivorus,Chordata,cone,double,485,1.2,,,,,0,387,
1533,Melanochromis ,vermivorus,Chordata,cone,double ,503,3.5,,,,,0,387,
1534,Melanochromis ,vermivorus,Chordata,cone,double ,535,0.5,,,,,0,387,
1535,Melanochromis ,vermivorus,Chordata,cone,single ,506,3.9,,,,,0,387,
1536,Melanochromis ,vermivorus,Chordata,cone,single ,555,2.2,,,,,0,387,
1537,Tramitichromis ,intermedius,Chordata,rod,,506,0.9,,,,,0,387,
1538,Tramitichromis ,intermedius,Chordata,cone,single ,455,1.9,,,,,0,387,
1539,Tramitichromis ,intermedius,Chordata,cone,double,532,0.6,,,,,0,387,
1540,Tramitichromis ,intermedius,Chordata,cone,double,569,1.1,,,,,0,387,
1541,Tramitichromis ,intermedius,Chordata,cone,single,534,1.5,,,,,0,387,
1542,Neogonodactylus,oerstedii,Arthropoda,retinular,,334,3.3,,,,1,0,388,
1543,Neogonodactylus,oerstedii,Arthropoda,retinular,,383,0,,,0,2,0,388,
1544,Bombus ,impatiens,Arthropoda,retinular,R3-8,539,0,,,1,15,1026,395,
1545,Bombus ,impatiens,Arthropoda,retinular,"R1, R2",424,0,,,1,16,1027,395,
1546,Bombus ,impatiens,Arthropoda,retinular,"R1, R2",347,0,,,1,17,1028,395,
1547,Drosophilia,melanogaster,NA,retinular,R1-6,486,0,,,0,21,0,,
1548,Drosophilia,melanogaster,NA,retinular,,418,0,,,0,22,0,,
1549,Drosophilia,melanogaster,NA,retinular,R7,331,0,,,0,23,0,,
1550,Drosophilia,melanogaster,NA,retinular,R7,355,0,,,0,24,0,,
1551,Drosophilia,melanogaster,NA,retinular,R8,442,0,,,0,25,0,,
1552,Drosophilia,melanogaster,NA,retinular,R8,515,0,,,0,26,0,,
1553,Lycaena,rubidus,Arthropoda,retinular,R1-2,360,0,,,,27,0,,
1554,Lycaena,rubidus,Arthropoda,retinular,R1-8,437,0,,,,28,0,,
1555,Lycaena,rubidus,Arthropoda,retinular,R1-2 ,500,0,,,,29,0,,
1556,Lycaena,rubidus,Arthropoda,retinular,R3-8,568,0,,,,30,0,,
1557,Squilla,empusa,Arthropoda,rhabdomeric,R1-7,507,0,,,,,0,435,monochromic
1558,Acyrthosiphon,pisum,Arthropoda,retinular,,518,0,,,,,1313,436,using intracellular recording from only green photoreceptor; identified the green opsin using process of elimination
1559,Heliconius,erato petiverana,Arthropoda,retinular,R1-R2,389,1.6,,,,32,1791,466,female UVRh2
1560,Heliconius,erato petiverana,Arthropoda,retinular,R1-R2,356,1.5,,,,33,1792,466,female UVRh1
1561,Heliconius,erato petiverana,Arthropoda,retinular,R1-R2,470,2,,,,34,1793,466,female BRh
1562,Heliconius,erato petiverana,Arthropoda,retinular,R3â€“8,555,1,,,,35,1794,466,female LWRh
1563,Heliconius,erato petiverana,Arthropoda,retinular,R1-R2,390,1.2,,,,36,1795,466,male UVRh2
1564,Heliconius,erato petiverana,Arthropoda,retinular,R1-R2,469,1.8,,,,37,1796,466,male BRh
1565,Heliconius,erato petiverana,Arthropoda,retinular,R3â€“8,556,2.2,,,,38,1797,466,male LWRh
1566,Coccinella,septempunctata,Arthropoda,retinula,,360,,,,,,,463,"uv, 1585-1587"
1567,Coccinella,septempunctata,Arthropoda,retinula,,420,,,,,,,463,blue
1568,Coccinella,septempunctata,Arthropoda,retinula,,520,,,,,,,463,green
1569,Pieris,rapae crucivora,Arthropoda,retinula,"R3,R4",563,,,Adult,,39,2450,479,LWS
1570,Neoceratodus,forsteri,Chordata,cone,single,366,,,Adult,0,,0,19,
