max_id,Phylum,Class,Order,Family,Full_Species,Type,LambdaMax,Band,Oil,Nocturnal Activity,Diurnal Activity,Source
872,Chordata,Reptilia,Squamata,Gekkonidae,Cyrtopodion kotschyi,,537,,,Y,Y,Govardovskii et al. 1984
873,Chordata,Reptilia,Squamata,Gekkonidae,Gekko gekko,Rod,364,SWS,,Y,N,Loew 1994
874,Chordata,Reptilia,Squamata,Gekkonidae,Gekko gekko,Rod,467,SWS,,Y,N,Loew 1994
875,Chordata,Reptilia,Squamata,Gekkonidae,Gekko gekko,Rod,521,LWS,,Y,N,Loew 1994
876,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus frenatus,,365,,,Y,N,
877,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus frenatus,,466,,,Y,N,"Crescitelli et al. 1977 J. Physiol. 268, 559–573"
878,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus frenatus,,520,,,Y,N,"Crescitelli et al. 1977 J. Physiol. 268, 559–573"
879,Chordata,Reptilia,Squamata,Gekkonidae,Teratoscincus scincus,,365,,,Y,N,Loew et al. 1996
880,Chordata,Reptilia,Squamata,Gekkonidae,Teratoscincus scincus,,452,,,Y,N,Loew et al. 1996
881,Chordata,Reptilia,Squamata,Gekkonidae,Teratoscincus scincus,,533,,,Y,N,Loew et al. 1996
882,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus garnotii,Cone,363,SWS,,Y,Y,Loew et al. 1996
883,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus garnotii,Cone,464,SWS,,Y,Y,Loew et al. 1996
884,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus garnotii,Cone,521,LWS,,Y,Y,Loew et al. 1996
885,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus platyurus,,365,,,Y,Y,Crescitelli et al. 1977
886,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus platyurus,,465,,,Y,Y,Crescitelli et al. 1977
887,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus platyurus,,527,,,Y,Y,Crescitelli et al. 1977
888,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus turcicus,Cone,366,SWS,,Y,N,Loew et al. 1996
889,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus turcicus,Cone,467,SWS,,Y,N,Loew et al. 1996
890,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus turcicus,Cone,527,LWS,,Y,N,Loew et al. 1996
891,Chordata,Reptilia,Squamata,Gekkonidae,Ptychozoon lionotum,,365,,,Y,N,Crescitelli et al. 1977
892,Chordata,Reptilia,Squamata,Gekkonidae,Ptychozoon lionotum,,470,,,Y,N,Crescitelli et al. 1977
893,Chordata,Reptilia,Squamata,Gekkonidae,Ptychozoon lionotum,,523,,,Y,N,Crescitelli et al. 1977
894,Chordata,Reptilia,Squamata,Iguanidae,Anolis bahorucoensis,,365,,,Y,Y,Loew et al. 2002
895,Chordata,Reptilia,Squamata,Iguanidae,Anolis bahorucoensis,,450,,397,Y,Y,Loew et al. 2002
896,Chordata,Reptilia,Squamata,Iguanidae,Anolis bahorucoensis,,500,,450,Y,Y,Loew et al. 2002
897,Chordata,Reptilia,Squamata,Iguanidae,Anolis bahorucoensis,,569,,500,Y,Y,Loew et al. 2002
898,Chordata,Reptilia,Squamata,Iguanidae,Anolis carolinensis,Cone,365,,,N,Y,Kawamura & Yokoyama 1998; updated 8/24 per Joshua Grosse
899,Chordata,Reptilia,Squamata,Iguanidae,Anolis carolinensis,Cone,462,,,N,Y,Kawamura & Yokoyama 1998; updated 8/24 per Joshua Grosse
900,Chordata,Reptilia,Squamata,Iguanidae,Anolis carolinensis,Cone,503,,,N,Y,Kawamura & Yokoyama 1998; updated 8/24 per Joshua Grosse
901,Chordata,Reptilia,Squamata,Iguanidae,Anolis carolinensis,Cone,625,,,N,Y,Kawamura & Yokoyama 1998; updated 8/24 per Joshua Grosse
902,Chordata,Reptilia,Squamata,Iguanidae,Anolis conspersus,,365,,,N,Y,Loew et al. 2002
903,Chordata,Reptilia,Squamata,Iguanidae,Anolis conspersus,,460,,368,N,Y,Loew et al. 2002
904,Chordata,Reptilia,Squamata,Iguanidae,Anolis conspersus,,500,,475,N,Y,Loew et al. 2002
905,Chordata,Reptilia,Squamata,Iguanidae,Anolis conspersus,,562,,515,N,Y,Loew et al. 2002
906,Chordata,Reptilia,Squamata,Iguanidae,Anolis cristatellus,,365,,,N,Y,Loew et al. 2002
907,Chordata,Reptilia,Squamata,Iguanidae,Anolis cristatellus,,450,,371,N,Y,Loew et al. 2002
908,Chordata,Reptilia,Squamata,Iguanidae,Anolis cristatellus,,500,,463,N,Y,Loew et al. 2002
909,Chordata,Reptilia,Squamata,Iguanidae,Anolis cristatellus,,569,,507,N,Y,Loew et al. 2002
910,Chordata,Reptilia,Squamata,Iguanidae,Anolis evermanni,,364,,,N,Y,Loew et al. 2002
911,Chordata,Reptilia,Squamata,Iguanidae,Anolis evermanni,,460,,380,N,Y,Loew et al. 2002
912,Chordata,Reptilia,Squamata,Iguanidae,Anolis evermanni,,490,,500,N,Y,Loew et al. 2002
913,Chordata,Reptilia,Squamata,Iguanidae,Anolis evermanni,,565,,515,N,Y,Loew et al. 2002
914,Chordata,Reptilia,Squamata,Iguanidae,Anolis extremus,,365,,,N,Y,Loew et al. 2002
915,Chordata,Reptilia,Squamata,Iguanidae,Anolis extremus,,451,,393,N,Y,Loew et al. 2002
916,Chordata,Reptilia,Squamata,Iguanidae,Anolis extremus,,487,,442,N,Y,Loew et al. 2002
917,Chordata,Reptilia,Squamata,Iguanidae,Anolis extremus,,566,,488,N,Y,Loew et al. 2002
918,Chordata,Reptilia,Squamata,Iguanidae,Anolis grahami,,365,,,N,Y,Loew et al. 2002
919,Chordata,Reptilia,Squamata,Iguanidae,Anolis grahami,,460,,382,N,Y,Loew et al. 2002
920,Chordata,Reptilia,Squamata,Iguanidae,Anolis grahami,,495,,451,N,Y,Loew et al. 2002
921,Chordata,Reptilia,Squamata,Iguanidae,Anolis grahami,,565,,505,N,Y,Loew et al. 2002
922,Chordata,Reptilia,Squamata,Iguanidae,Anolis gundlachi,,365,,,N,Y,Loew et al. 2002
923,Chordata,Reptilia,Squamata,Iguanidae,Anolis gundlachi,,450,,370,N,Y,Loew et al. 2002
924,Chordata,Reptilia,Squamata,Iguanidae,Anolis gundlachi,,490,,450,N,Y,Loew et al. 2002
925,Chordata,Reptilia,Squamata,Iguanidae,Anolis gundlachi,,564,,510,N,Y,Loew et al. 2002
926,Chordata,Reptilia,Squamata,Iguanidae,Anolis krugi,,365,,,N,Y,Loew et al. 2002
927,Chordata,Reptilia,Squamata,Iguanidae,Anolis krugi,,448,,370,N,Y,Loew et al. 2002
928,Chordata,Reptilia,Squamata,Iguanidae,Anolis krugi,,490,,480,N,Y,Loew et al. 2002
929,Chordata,Reptilia,Squamata,Iguanidae,Anolis krugi,,562,,500,N,Y,Loew et al. 2002
930,Chordata,Reptilia,Squamata,Iguanidae,Anolis lineatopus,,366,,,N,Y,Loew et al. 2002
931,Chordata,Reptilia,Squamata,Iguanidae,Anolis lineatopus,,449,,367,N,Y,Loew et al. 2002
932,Chordata,Reptilia,Squamata,Iguanidae,Anolis lineatopus,,498,,451,N,Y,Loew et al. 2002
933,Chordata,Reptilia,Squamata,Iguanidae,Anolis lineatopus,,560,,486,N,Y,Loew et al. 2002
934,Chordata,Reptilia,Squamata,Iguanidae,Anolis pulchellus,,367,,,N,Y,Loew et al. 2002
935,Chordata,Reptilia,Squamata,Iguanidae,Anolis pulchellus,,446,,390,N,Y,Loew et al. 2002
936,Chordata,Reptilia,Squamata,Iguanidae,Anolis pulchellus,,495,,475,N,Y,Loew et al. 2002
937,Chordata,Reptilia,Squamata,Iguanidae,Anolis pulchellus,,565,,505,N,Y,Loew et al. 2002
938,Chordata,Reptilia,Squamata,Iguanidae,Anolis sagrei,,365,,,N,Y,Loew et al. 2002
939,Chordata,Reptilia,Squamata,Iguanidae,Anolis sagrei,,460,,376,N,Y,Loew et al. 2002
940,Chordata,Reptilia,Squamata,Iguanidae,Anolis sagrei,,495,,475,N,Y,Loew et al. 2002
941,Chordata,Reptilia,Squamata,Iguanidae,Anolis sagrei,,567,,510,N,Y,Loew et al. 2002
942,Chordata,Reptilia,Squamata,Iguanidae,Anolis stratulus,,366,,,N,Y,Loew et al. 2002
943,Chordata,Reptilia,Squamata,Iguanidae,Anolis stratulus,,454,,388,N,Y,Loew et al. 2002
944,Chordata,Reptilia,Squamata,Iguanidae,Anolis stratulus,,494,,467,N,Y,Loew et al. 2002
945,Chordata,Reptilia,Squamata,Iguanidae,Anolis stratulus,,564,,495,N,Y,Loew et al. 2002
946,Chordata,Reptilia,Squamata,Iguanidae,Crotaphytus dickersonae,,359,UVS,,N,Y,Macedonia et al. 2009
947,Chordata,Reptilia,Squamata,Iguanidae,Crotaphytus dickersonae,,459,SWS,373,N,Y,Macedonia et al. 2009
948,Chordata,Reptilia,Squamata,Iguanidae,Crotaphytus dickersonae,,481,MWS,521,N,Y,Macedonia et al. 2009
949,Chordata,Reptilia,Squamata,Iguanidae,Crotaphytus dickersonae,,558,LWS,489,N,Y,Macedonia et al. 2009
950,Chordata,Reptilia,Squamata,Iguanidae,Platysaurus broadleyi,,364,,,N,Y,Fleishman et al. 2011
951,Chordata,Reptilia,Squamata,Iguanidae,Platysaurus broadleyi,,451,,380,N,Y,Fleishman et al. 2011
952,Chordata,Reptilia,Squamata,Iguanidae,Platysaurus broadleyi,,492,,518,N,Y,Fleishman et al. 2011
953,Chordata,Reptilia,Squamata,Iguanidae,Platysaurus broadleyi,,569,,476,N,Y,Fleishman et al. 2011
954,Chordata,Reptilia,Squamata,Iguanidae,Platysaurus broadleyi,,570,,518,N,Y,Fleishman et al. 2011
955,Chordata,Reptilia,Squamata,Phyllodactylidae,Tarentola chazaliae,Cone,360,SWS,,Y,N,Roth and Kelber 2004
956,Chordata,Reptilia,Squamata,Phyllodactylidae,Tarentola chazaliae,Cone,440,SWS,,Y,N,Roth and Kelber 2004
957,Chordata,Reptilia,Squamata,Phyllodactylidae,Tarentola chazaliae,Cone,520,LWS,,Y,N,Roth and Kelber 2004
958,Chordata,Reptilia,Squamata,Sphaerodactylidae,Teratoscincus scincus,Cone,365,SWS,,Y,N,Loew et al. 1996
959,Chordata,Reptilia,Squamata,Sphaerodactylidae,Teratoscincus scincus,Cone,452,SWS,,Y,N,Loew et al. 1996
960,Chordata,Reptilia,Squamata,Sphaerodactylidae,Teratoscincus scincus,Cone,533,LWS,,Y,N,Loew et al. 1996
961,Chordata,Reptilia,Testudines,Chelonidae,Chelonia mydas,Cone,440,,,Y,Y,Liebman and Granda 1971
962,Chordata,Reptilia,Testudines,Chelonidae,Chelonia mydas,Rod,500,,,Y,Y,Liebman and Granda 1971
963,Chordata,Reptilia,Testudines,Chelonidae,Chelonia mydas,Cone,502,,,Y,Y,Liebman and Granda 1971
964,Chordata,Reptilia,Testudines,Chelonidae,Chelonia mydas,Cone,562,,,Y,Y,Liebman and Granda 1971
965,Chordata,Reptilia,Testudines,Cheloniidae,Caretta caretta,Cone,379,,,Y,Y,Gocke 2003 dissertation
966,Chordata,Reptilia,Testudines,Cheloniidae,Caretta caretta,Cone,495,,,Y,Y,Gocke 2003 dissertation
967,Chordata,Reptilia,Testudines,Cheloniidae,Caretta caretta,Cone,545,,,Y,Y,Gocke 2003 dissertation
968,Chordata,Reptilia,Testudines,Emydidae,Trachemys scripta,Cone,360,,,N,Y,Bayler & Hodgkin 1973; Loew & Govardovskii 2001
969,Chordata,Reptilia,Testudines,Emydidae,Trachemys scripta,Cone,450,,,N,Y,Bayloer & Hodgkin 1973; Loew & Govardovskii 2001
970,Chordata,Reptilia,Testudines,Emydidae,Trachemys scripta,Cone,518,,,N,Y,Bayloer & Hodgkin 1973; Loew & Govardovskii 2001
971,Chordata,Reptilia,Testudines,Emydidae,Trachemys scripta,Cone,620,,,N,Y,Bayloer & Hodgkin 1973; Loew & Govardovskii 2001
972,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys reevesii,Rod,520,,,Y,Y,OHTSUKA 1985
973,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys reevesii,Cone,620,,,Y,Y,OHTSUKA 1985
974,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys reevesii,Cone,540,,,Y,Y,OHTSUKA 1985
975,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys reevesii,Cone,460,,,Y,Y,OHTSUKA 1985
976,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Apodemia spp.,,370,,,N,Y,"American Butterflies, Summer/Fall 2011"
977,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Apodemia spp.,,460,,,N,Y,"American Butterflies, Summer/Fall 2011"
978,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Apodemia spp.,,530,,,N,Y,"American Butterflies, Summer/Fall 2011"
979,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Apodemia spp.,,605,,,N,Y,"American Butterflies, Summer/Fall 2011"
