comp_db_id,Full_Species,Accession,maxid,longcore_id,murwes_id,caves_id,porter2005_id,porter2006_id,kooi_id,LambdaMax
2330,Anolis extremus,,,914.0,,,,,,365.0
2331,Anolis extremus,,,915.0,,,,,,451.0
2332,Anolis extremus,,,916.0,,,,,,487.0
2333,Anolis extremus,,,917.0,,,,,,566.0
2334,Anolis grahami,,,918.0,,,,,,365.0
2335,Anolis grahami,,,919.0,,,,,,460.0
2336,Anolis grahami,,,920.0,,,,,,495.0
2337,Anolis grahami,,,921.0,,,,,,565.0
2338,Anolis gundlachi,,,922.0,,,,,,365.0
2339,Anolis gundlachi,,,923.0,,,,,,450.0
2340,Anolis gundlachi,,,924.0,,,,,,490.0
2341,Anolis gundlachi,,,925.0,,,,,,564.0
2342,Anolis krugi,,,926.0,,,,,,365.0
2343,Anolis krugi,,,927.0,,,,,,448.0
2344,Anolis krugi,,,928.0,,,,,,490.0
2345,Anolis krugi,,,929.0,,,,,,562.0
2346,Anolis lineatopus,,,930.0,,,,,,366.0
2347,Anolis lineatopus,,,931.0,,,,,,449.0
2348,Anolis lineatopus,,,932.0,,,,,,498.0
2349,Anolis lineatopus,,,933.0,,,,,,560.0
2350,Anolis pulchellus,,,934.0,,,,,,367.0
2351,Anolis pulchellus,,,935.0,,,,,,446.0
2352,Anolis pulchellus,,,936.0,,,,,,495.0
2353,Anolis pulchellus,,,937.0,,,,,,565.0
2355,Anolis sagrei,,,939.0,,,,,,460.0
2358,Anolis stratulus,,,942.0,,,,,,366.0
2359,Anolis stratulus,,,943.0,,,,,,454.0
2360,Anolis stratulus,,,944.0,,,,,,494.0
2361,Anolis stratulus,,,945.0,,,,,,564.0
2362,Crotaphytus dickersonae,,,946.0,,,,,,359.0
2363,Crotaphytus dickersonae,,,947.0,,,,,,459.0
2364,Crotaphytus dickersonae,,,948.0,,,,,,481.0
2365,Crotaphytus dickersonae,,,949.0,,,,,,558.0
2366,Platysaurus broadleyi,,,950.0,,,,,,364.0
2367,Platysaurus broadleyi,,,951.0,,,,,,451.0
2368,Platysaurus broadleyi,,,952.0,,,,,,492.0
2370,Platysaurus broadleyi,,,954.0,,,,,,570.0
2371,Chelonia mydas,,,961.0,,,,,,440.0
2373,Chelonia mydas,,,963.0,,,,,,502.0
2375,Caretta caretta,,,965.0,,,,,,379.0
2377,Caretta caretta,,,967.0,,,,,,545.0
2378,Trachemys scripta,,,968.0,,,,,,360.0
2379,Trachemys scripta,,,969.0,,,,,,450.0
2380,Trachemys scripta,,,970.0,,,,,,518.0
2381,Trachemys scripta,,,971.0,,,,,,620.0
2382,Mauremys reevesii,,,972.0,,,,,,520.0
2383,Mauremys reevesii,,,973.0,,,,,,620.0
2384,Mauremys reevesii,,,974.0,,,,,,540.0
2385,Mauremys reevesii,,,975.0,,,,,,460.0
2386,Apodemia spp.,,,976.0,,,,,,370.0
2387,Apodemia spp.,,,977.0,,,,,,460.0
2388,Apodemia spp.,,,978.0,,,,,,530.0
2389,Apodemia spp.,,,979.0,,,,,,605.0
2390,Aglais urticae,,,,0.0,,,,,360.0
2391,Agraulis vanillae,,,,1.0,,,,,370.0
2392,Alima pacifica,,,,2.0,,,,,467.0
2393,Antheraea polyphemus,,,,3.0,,,,,355.0
2394,Apodemia mormo,,,,4.0,,,,,556.0
2395,Archaeopropona demophon,,,,6.0,,,,,554.0
2396,Asterocampa leilia,,,,7.0,,,,,555.0
2398,Balanus eburneus,,,,9.0,,,,,495.0
2400,Bombyx mori,,,,11.0,,,,,350.0
2401,Calappa flammea,,,,12.0,,,,,485.2
2402,Callinectes ornatus,,,,13.0,,,,,498.5
2403,Callinectes sapidus,,,,14.0,,,,,477.0
2404,Cambarus ludovicianus,,,,16.0,,,,,528.0
2405,Cataglyphis bicolor,,,,17.0,,,,,347.0
2406,Clibanarius vittatus,,,,18.0,,,,,509.6
2407,Coenobita clypeatus,,,,19.0,,,,,506.2
2408,Coenobita rugosa,,,,20.0,,,,,489.5
2409,Colias erate,,,,21.0,,,,,352.0
2410,Engaeus cunicularius,,,,23.0,,,,,526.0
2411,Euphausia superba,,,,24.0,,,,,485.0
2413,Eurypanopeus depressus,,,,26.0,,,,,490.1
2414,Funchalia villosa,,,,27.0,,,,,489.0
2415,Gecarcinus lateralis,,,,28.0,,,,,485.2
2416,Gonodactylellus affinis,,,,29.0,,,,,445.0
2417,Gonodactylus oerstedii,,,,30.0,,,,,345.0
2418,Gonostoma bathyphilum,,,,31.0,,,,,481.0
2422,Heliconius hecale,,,,36.0,,,,,396.0
2423,Heliconius melpomene,,,,37.0,,,,,557.0
2424,Heliconius numata,,,,38.0,,,,,400.0
2425,Hemicordulia tau,,,,39.0,,,,,220.0
2426,Hemigraspus edwardsi,,,,40.0,,,,,513.0
2428,Hemisquilla ensigera,,,,42.0,,,,,414.0
2429,Hepatus epheliticus,,,,43.0,,,,,486.6
2430,Hermeuptychia hermes,,,,44.0,,,,,515.0
2431,Inachis io,,,,47.0,,,,,530.0
2432,Ischnura heterosticta,,,,48.0,,,,,360.0
2433,Janicella spinacauda,,,,49.0,,,,,500.0
2434,Leptograspus variegatus,,,,51.0,,,,,513.0
2435,Libinia dubia,,,,52.0,,,,,488.7
2436,Libinia emarginata,,,,53.0,,,,,493.0
2437,Limenitis archippus,,,,54.0,,,,,514.0
2438,Limenitis lorquini,,,,55.0,,,,,530.0
2439,Limenitis weidemeyerii,,,,56.0,,,,,530.0
2440,Lysiosquillina maculate,,,,59.0,,,,,501.0
2441,Malacosteus niger,,,,60.0,,,,,425.0
2442,Mamestra brassicae,,,,61.0,,,,,350.0
2444,Melamphaes suborbitalis,,,,63.0,,,,,482.0
2445,Myrmecia croslandi,,,,64.0,,,,,370.0
2446,Myrmecia vindex,,,,65.0,,,,,370.0
2447,Mysis diluviana,,,,66.0,,,,,503.0
2448,Mysis relicta,,,,67.0,,,,,520.0
2449,Mysis salemaai,,,,68.0,,,,,521.2
2450,Nematobrachion boopis,,,,69.0,,,,,487.0
2451,Nematobrachion sexpinosum,,,,70.0,,,,,478.0
2452,Neogonodactylus oerstedii,,,,71.0,,,,,208.0
2453,Neominois ridingsii,,,,72.0,,,,,531.0
2454,Notostomus elegans,,,,74.0,,,,,490.0
2455,Notostomus gibbosus,,,,75.0,,,,,490.0
2456,Nymphalis antiopa,,,,76.0,,,,,382.0
2457,Odontodactylus brevirostris,,,,77.0,,,,,402.0
2458,Odontodactylus scyllarus,,,,78.0,,,,,400.0
2459,Oeneis chryxus,,,,79.0,,,,,531.0
2460,Oplophorus sp.,,,,80.0,,,,,405.0
2461,Orconectes virilis,,,,81.0,,,,,510.0
2462,Pagurus annulipes,,,,82.0,,,,,492.7
2463,Pagurus longicarpus,,,,83.0,,,,,513.9
2464,Pandalus borealis,,,,84.0,,,,,475.0
2465,Panopeus herbstii,,,,85.0,,,,,493.0
2466,Panopeus obesus,,,,86.0,,,,,493.5
2467,Pasiphaea multidentata,,,,88.0,,,,,497.0
2468,Photinus versicolor,,,,89.0,,,,,380.0
2469,Phronima sedenteria,,,,90.0,,,,,470.0
2470,Pieris rapae,,,,92.0,,,,,340.0
2471,Pilumnus sayi,,,,93.0,,,,,489.1
2472,Platyberyx opalescens,,,,94.0,,,,,474.0
2473,Pleuroncodes planipes,,,,95.0,,,,,503.0
2474,Procambarus clarkii,,,,96.0,,,,,556.0
2475,Pseudosquilla ciliata,,,,98.0,,,,,403.17
2476,Pullosquilla litoralis,,,,99.0,,,,,446.0
2477,Pullosquilla thomassini,,,,100.0,,,,,447.0
2478,Rhithropanopeus harrisii,,,,101.0,,,,,495.2
2479,Rynchophorus ferrugineus,,,,102.0,,,,,366.0
2480,Schistocerca gregaria,,,,103.0,,,,,441.0
2481,Sergestes arcticus,,,,104.0,,,,,495.0
2482,Sergestes corniculum,,,,105.0,,,,,500.0
2483,Sergia grandis,,,,106.0,,,,,500.0
2484,Sesarma cinereum,,,,107.0,,,,,491.1
2485,Sesarma reticulatum,,,,108.0,,,,,492.4
2486,Siproeta stelenes,,,,109.0,,,,,522.0
2487,Speyeria leto,,,,110.0,,,,,551.0
2488,Stylocheiron maximum,,,,111.0,,,,,479.0
2489,Sympetrum sp.,,,,112.0,,,,,420.0
2490,Systellaspis debilis,,,,113.0,,,,,400.0
2491,Thysanopoda orientalis,,,,114.0,,,,,478.0
2492,Uca pugilator,,,,115.0,,,,,508.0
2493,Uca pugnax,,,,116.0,,,,,508.0
2494,Xenos peckii,,,,117.0,,,,,345.9
2495,Abramis brama,,,,118.0,,,,,537.2
2496,Abyssocottus korotneffi,,,,120.0,,,,,481.3
2497,Acanthephyra curtirostris,,,,121.0,,,,,510.0
2498,Acanthephyra smithi,,,,122.0,,,,,510.0
2499,Acanthropagrus berda,,,,123.0,,,,,472.0
2500,Acanthropagrus major,,,,124.0,,,,,460.0
2501,Acanthropagrus schlegelii,,,,125.0,,,,,471.0
2502,Acerina cernua,,,,129.0,,,,,531.8
2503,Acipenser fulvescens,,,,130.0,,,,,448.0
2504,Ailuroedus crassirostris,,,,131.0,,,,,504.6
2505,Alburnus alburnus,,,,132.0,,,,,514.6
2506,Alepocephalus australis,,,,133.0,,,,,475.0
2507,Alligator mississippiensis,,,,134.0,,,,,500.0
2508,Anas platyrhynchus,,,,135.0,,,,,415.0
2509,Anchoa mitchilli,,,,136.0,,,,,501.0
2511,Antimora rostrata,,,,138.0,,,,,475.0
2512,Aotus trivirgatus,,,,139.0,,,,,505.0
2513,Aptychotrema rostrata,,,,141.0,,,,,457.7
2514,Argyropelecus hemigymnus,,,,144.0,,,,,478.0
2515,Aristostomias tittmanni,,,,145.0,,,,,518.0
2516,Asprocottus intermediius,,,,147.0,,,,,488.0
2517,Asteropteryx semipunctatus,,,,148.0,,,,,498.0
2518,Astyanax fasciatus,,,,149.0,,,,,404.0
2519,Atherinops affinis,,,,150.0,,,,,510.0
2520,Axoclinius carminalis,,,,152.0,,,,,500.0
2521,Barbantus curvifrons,,,,153.0,,,,,478.0
2522,Bassozetus compressus,,,,154.0,,,,,476.0
2523,Bathylagus bericoides,,,,155.0,,,,,464.0
2524,Bathylagus euryops,,,,156.0,,,,,465.0
2525,Bathylagus greyae,,,,157.0,,,,,488.0
2526,Bathylagus longirostris,,,,158.0,,,,,474.0
2527,Batrachocottus nicolskii,,,,161.0,,,,,428.2
2528,Benthalbella infans,,,,162.0,,,,,451.0
2529,Bodianus bilunulatus,,,,164.0,,,,,526.0
2530,Bonapartia pedalioita,,,,166.0,,,,,471.0
2531,Borostomias panamensis,,,,167.0,,,,,483.0
2532,Brachydanio rerio,,,,168.0,,,,,405.0
2534,Caranx hippos,,,,171.0,,,,,499.0
2535,Carassius carassius,,,,172.0,,,,,523.0
2536,Carcharhinus acronotus,,,,173.0,,,,,480.0
2537,Cebus sp.,,,,174.0,,,,,538.0
2538,Centrophorus squamosus,,,,175.0,,,,,482.0
2539,Centroswcymnus coleolepis,,,,176.0,,,,,472.0
2540,Chaetodon kleinii,,,,178.0,,,,,496.0
2541,Chauliodus macouni,,,,181.0,,,,,488.0
2542,Chauliodus sloanei,,,,182.0,,,,,485.0
2543,Chirostomias pliopterus,,,,183.0,,,,,487.0
2544,Chlamydera maculata,,,,184.0,,,,,505.2
2545,Chlamydera nuchalis,,,,185.0,,,,,505.7
2546,Chlorophthalmus sp.,,,,186.0,,,,,483.0
2547,Chromis punctipinnis,,,,189.0,,,,,498.0
2548,Citellus lateralis,,,,192.0,,,,,435.0
2549,Clevelandia ios,,,,193.0,,,,,512.0
2550,Clupea harengus,,,,194.0,,,,,502.5
2551,Comephorus baicalensis,,,,195.0,,,,,497.0
2552,Comephorus dybowskii,,,,196.0,,,,,495.0
2553,Conger conger,,,,197.0,,,,,486.0
2554,Conocara macroptera,,,,198.0,,,,,476.0
2555,Coregonus clupeoides,,,,199.0,,,,,520.0
2556,Coregonus lavaretus,,,,200.0,,,,,531.5
2557,Coryphopterus nicholsii,,,,201.0,,,,,500.0
2558,Cottinella boulengeri,,,,202.0,,,,,479.5
2559,Cottocomephorus grewingki,,,,203.0,,,,,449.0
2560,Cottocomephorus inermis,,,,204.0,,,,,450.4
2561,Cottus kessleri,,,,205.0,,,,,449.0
2562,Cottus sp.,,,,206.0,,,,,511.0
2563,Ctenochaetus strigosus,,,,207.0,,,,,449.0
2564,Ctenomys magellanicus,,,,208.0,,,,,370.0
2565,Ctenomys talarum,,,,209.0,,,,,370.0
2566,Cymatogaster aggregata,,,,210.0,,,,,456.1
2567,Cynops pyrrhogaster,,,,211.0,,,,,529.0
2569,Cyttopsis rosea,,,,213.0,,,,,523.0
2570,Damalichthys vacca,,,,215.0,,,,,465.8
2571,Danaus plexippus,,,,216.0,,,,,340.0
2572,Danio aequipinnatus,,,,217.0,,,,,358.0
2573,Dascyllus albisella,,,,218.0,,,,,359.0
2575,Deania calcea,,,,220.0,,,,,484.0
2576,Derichthys serpentinus,,,,221.0,,,,,489.0
2577,Diaphus dumerilli,,,,222.0,,,,,485.0
2578,Diaphus holti,,,,223.0,,,,,489.0
2579,Diaphus lucidus,,,,224.0,,,,,490.0
2580,Diaphus rafinesqueii,,,,225.0,,,,,490.0
2581,Dicrolene intronigra,,,,226.0,,,,,479.0
2582,Dissostichus mawsoni,,,,227.0,,,,,414.3
2583,Dolichonyx orzivorous,,,,228.0,,,,,372.2
2584,Dromiceius novae-hollandae,,,,229.0,,,,,502.0
2585,Dugesia japonica,,,,230.0,,,,,500.0
2586,Echinomacrurus mollis,,,,231.0,,,,,478.0
2587,Echiostoma barbatum,,,,232.0,,,,,483.0
2588,Embiotoca jacksoni,,,,233.0,,,,,476.9
2589,Embiotoca lateralis,,,,234.0,,,,,482.5
2590,Etroplus suratensis,,,,238.0,,,,,530.0
2592,Eulemur fulvus,,,,240.0,,,,,413.0
2593,Eurypharynx pelecanoides,,,,241.0,,,,,474.0
2594,Eustomias obscurus,,,,242.0,,,,,485.0
2595,Evermannella balbo,,,,243.0,,,,,480.0
2596,Galago crassicauda,,,,245.0,,,,,501.0
2597,Gasterosteus sp.,,,,246.0,,,,,504.3
2599,Gekko gecko,,,,248.0,,,,,364.0
2600,Geoclemys reevesii,,,,249.0,,,,,480.0
2601,Geotria australis,,,,250.0,,,,,439.0
2602,Geryon quinquedens,,,,251.0,,,,,472.9
2603,Globicephala melas,,,,252.0,,,,,488.0
2605,Hariotta raleighana,,,,254.0,,,,,481.0
2606,Hexagrammos octagrammus,,,,255.0,,,,,530.0
2607,Histiobranchus bathybius,,,,256.0,,,,,476.0
2608,Holtbyrnia spinithara,,,,257.0,,,,,480.0
2609,Howella sherborni,,,,258.0,,,,,463.0
2610,Hydrolagus colliei,,,,259.0,,,,,484.0
2611,Hyperprosopon argenteum,,,,260.0,,,,,507.0
2612,Hypsurus caryi,,,,261.0,,,,,456.4
2613,Ichthyococcus ovatus,,,,262.0,,,,,489.0
2614,Idiacanthus fasciola,,,,263.0,,,,,483.0
2615,Isoodon obesulus,,,,264.0,,,,,508.0
2616,Kali macrodon,,,,265.0,,,,,484.0
2617,Kuhlia sandvicensis,,,,266.0,,,,,362.0
2618,Lampadena speculigera,,,,267.0,,,,,488.0
2619,Lampanychtus ater,,,,268.0,,,,,483.0
2620,Lampanyctus crocodilus,,,,270.0,,,,,487.0
2621,Lampanyctus regalis,,,,271.0,,,,,489.0
2622,Lepidion eques,,,,272.0,,,,,476.0
2623,Leptocottus armatus,,,,273.0,,,,,498.0
2624,Leuroglosus stilbius,,,,274.0,,,,,491.0
2625,Limnocottus bergianus,,,,275.0,,,,,490.4
2626,Limnocottus eurystomus,,,,276.0,,,,,427.6
2627,Limnocottus pallidus,,,,278.0,,,,,488.0
2628,Lobianchia gemellarii,,,,279.0,,,,,485.0
2629,Margrethia obtusirostra,,,,280.0,,,,,474.0
2630,Melanochromus vermivorous,,,,281.0,,,,,418.1
2631,Melanonus zugmayeri,,,,282.0,,,,,489.0
2632,Melanostigma pammelas,,,,283.0,,,,,485.0
2633,Melanostomias niger,,,,284.0,,,,,483.0
2634,Melanphaes canthomus,,,,285.0,,,,,4852.0
2635,Meleagris gallopavo,,,,286.0,,,,,417.8
2636,Merluccius merluccius,,,,287.0,,,,,496.0
2637,Mesoplodon bidens,,,,288.0,,,,,484.0
2639,Micrometrus aurora,,,,290.0,,,,,464.8
2640,Micrometrus minimus,,,,291.0,,,,,469.5
2643,Mustelus henlei,,,,295.0,,,,,496.0
2644,Myoxocephalus quadricornis,,,,296.0,,,,,512.2
2646,Naso lituratus,,,,298.0,,,,,412.0
2647,Nemichthys scolopaceus,,,,300.0,,,,,490.0
2648,Neonesthes capensis,,,,301.0,,,,,483.0
2649,Notacanthus bonapartei,,,,303.0,,,,,487.0
2650,Notoscopelus resplendens,,,,304.0,,,,,486.0
2653,Oreocromis niloticus,,,,308.0,,,,,375.5
2655,Otolemus cassicaudatus,,,,311.0,,,,,507.0
2656,Pachystomias microdon,,,,312.0,,,,,513.0
2658,Paralabrax clathratus,,,,315.0,,,,,500.0
2659,Parupeneus multifasciatus,,,,316.0,,,,,486.0
2660,Perca fluviatilis,,,,317.0,,,,,538.6
2661,Pervagor aspricaudus,,,,318.0,,,,,404.0
2662,Pervagor spilosoma,,,,319.0,,,,,398.0
2663,Petromyzon marinus,,,,320.0,,,,,501.0
2665,Phoca vitulina,,,,322.0,,,,,501.0
2666,Photonectes braueri,,,,323.0,,,,,483.0
2667,Photostomias braueri,,,,324.0,,,,,483.0
2668,Photostylus sp.,,,,325.0,,,,,474.0
2669,Platichthys flesus,,,,326.0,,,,,510.3
2671,Platytroctes apus,,,,328.0,,,,,476.0
2672,Pollachius pollachius,,,,330.0,,,,,498.0
2673,Polyipnus polli,,,,331.0,,,,,483.0
2676,Porichthys notatus,,,,334.0,,,,,493.0
2677,Porogradus sp.,,,,335.0,,,,,474.0
2678,Poromitra capito,,,,336.0,,,,,481.0
2679,Poromitra megalops,,,,337.0,,,,,487.0
2681,Procottus jettelesi,,,,339.0,,,,,448.0
2682,Propithecus verreauxi coquereli,,,,340.0,,,,,430.0
2683,Pseudotropheus acei,,,,342.0,,,,,378.4
2684,Ptilorhynchus violaceus,,,,343.0,,,,,410.4
2685,Pundamilia azurea,,,,345.0,,,,,455.3
2687,Pundamila sp.,,,,347.0,,,,,455.3
2688,Pungitius pungitius,,,,348.0,,,,,526.8
2689,Radiicephalus elongatus,,,,349.0,,,,,481.0
2690,Raja binoculata,,,,350.0,,,,,497.0
2691,Rana cancrivora,,,,351.0,,,,,433.0
2692,Rana temporaria,,,,352.0,,,,,502.0
2693,Rangifer tarandus,,,,353.0,,,,,439.0
2694,Rhadinesthes decimus,,,,354.0,,,,,480.0
2695,Rhinobatus typus,,,,355.0,,,,,476.6
2696,Rinocetes nasutus,,,,357.0,,,,,489.0
2697,Rouleina aderensis,,,,358.0,,,,,477.0
2698,Rutilis rutilis,,,,359.0,,,,,523.8
2699,Saguinus midas,,,,360.0,,,,,546.0
2700,Salmo irideus,,,,361.0,,,,,400.0
2702,Sarda chiliensis,,,,363.0,,,,,488.0
2703,Sardinops melanostictus,,,,364.0,,,,,382.0
2704,Scardinius erythrophthalmus,,,,366.0,,,,,533.2
2705,Scenopoetes dentirostris,,,,367.0,,,,,506.3
2706,Sciurus carolinensis,,,,368.0,,,,,530.0
2708,Scomberomorus sierra,,,,370.0,,,,,486.0
2709,Scopelarchus analis,,,,371.0,,,,,479.0
2710,Scopelogadus beanii,,,,372.0,,,,,482.0
2712,Sephanoides sephanoides,,,,374.0,,,,,371.0
2713,Sericulus crysocephalus,,,,375.0,,,,,506.0
2714,Seriphus politus,,,,376.0,,,,,503.0
2715,Serrivomer lanceolatoides,,,,377.0,,,,,483.0
2716,Sminthopsis crassicaudata,,,,379.0,,,,,350.0
2717,Spermophilus beecheyi,,,,380.0,,,,,518.9
2718,Spermophilus tridecemline,,,,381.0,,,,,517.0
2719,Sphoeroides annulatus,,,,382.0,,,,,508.0
2720,Sphyrna lewini,,,,384.0,,,,,530.0
2721,Sphyrna tiburo,,,,385.0,,,,,483.0
2722,Squalus suckleyi,,,,386.0,,,,,497.5
2723,Stenobrachius leucopsarus,,,,388.0,,,,,492.0
2724,Sternoptyx diaphana,,,,389.0,,,,,478.0
2725,Sternoptyx pseudobscura,,,,390.0,,,,,479.0
2726,Stizostedion lucioperca,,,,391.0,,,,,524.1
2727,Stomias atriventer,,,,392.0,,,,,489.0
2729,Synaphobranchus kaupi,,,,397.0,,,,,478.0
2730,Taaningichthys bathyphilus,,,,399.0,,,,,487.0
2731,Talismania antillarum,,,,400.0,,,,,476.0
2732,Tarsipes rostratus,,,,401.0,,,,,350.0
2733,Thomomys bottae,,,,402.0,,,,,495.0
2734,Toxotes chatareus,,,,403.0,,,,,453.0
2735,Trachurus symmetricus,,,,404.0,,,,,497.0
2736,Tramitichromis intermedius,,,,405.0,,,,,455.1
2737,Trematomus bernacchii,,,,406.0,,,,,416.1
2738,Trematomus hansoni,,,,407.0,,,,,426.4
2740,Triakis semifasciata,,,,409.0,,,,,497.0
2741,Trichechus manatus,,,,410.0,,,,,411.0
2742,Trigla cuculus,,,,411.0,,,,,493.0
2743,Tursiops truncates,,,,412.0,,,,,489.0
2744,Typhlonectes natans,,,,413.0,,,,,488.0
2745,Upeneus tragula,,,,414.0,,,,,495.7
2746,Valenciennellus tripunctulatus,,,,416.0,,,,,480.0
2747,Xenodermichthys copei,,,,418.0,,,,,479.0
2748,Zalembius rosaceus,,,,419.0,,,,,470.4
2749,Zalophus californianus,,,,420.0,,,,,501.3
2750,Zaniolepis frenata,,,,422.0,,,,,487.0
2751,Zoarces viviparus,,,,425.0,,,,,512.8
2753,Tripedalia cystophora,,,,427.0,,,,,467.5
2754,Callistoctopus dierythraeus,,,,428.0,,,,,484.0
2755,Euprymna tasmanica,,,,429.0,,,,,498.0
2756,Hapalochlaena maculosa,,,,430.0,,,,,485.0
2757,Idiosepius notoides,,,,431.0,,,,,492.0
2758,Octopus australis,,,,432.0,,,,,484.0
2759,Octopus tetricus,,,,433.0,,,,,484.0
2760,Sepia plangon,,,,434.0,,,,,498.0
2761,Sepioteuthis lessoniana,,,,435.0,,,,,502.0
2763,Antheraea polyphemus,,,,439.0,,,,,370.0
2764,Apodemia mormo,,,,440.0,,,,,600.0
2765,Balanus amphitrite,,,,444.0,,,,,570.0
2766,Balanus eburneus,,,,445.0,,,,,570.0
2769,Callinectes sapidus,,,,450.0,,,,,508.0
2770,Cataglyphis bicolor,,,,453.0,,,,,506.0
2771,Colias erate,,,,457.0,,,,,577.0
2772,Gecarcinus lateralis,,,,464.0,,,,,487.0
2773,Gonodactylus oerstedii,,,,466.0,,,,,551.0
2774,Gryllus bimaculatus,,,,469.0,,,,,511.0
2775,Heliconius erato,,,,471.0,,,,,555.0
2777,Hemisquilla ensigera,,,,478.0,,,,,535.0
2779,Ischnura heterosticta,,,,484.0,,,,,525.0
2780,Limenitis archippus,,,,490.0,,,,,545.0
2781,Limulus polyphemus,,,,493.0,,,,,522.5
2782,Malacosteus niger,,,,496.0,,,,,548.0
2783,Mamestra brassicae,,,,497.0,,,,,520.0
2785,Myrmecia croslandi,,,,500.0,,,,,510.0
2786,Myrmecia vindex,,,,501.0,,,,,550.0
2787,Mysis diluviana,,,,502.0,,,,,509.1
2788,Mysis relicta,,,,503.0,,,,,592.0
2789,Mysis salemaai,,,,504.0,,,,,546.0
2791,Nymphalis antiopa,,,,512.0,,,,,534.0
2792,Odontodactylus brevirostris,,,,513.0,,,,,535.0
2793,Odontodactylus scyllarus,,,,514.0,,,,,528.0
2794,Orconectes virilis,,,,517.0,,,,,562.0
2795,Pandalus borealis,,,,520.0,,,,,500.0
2796,Photinus versicolor,,,,525.0,,,,,550.0
2797,Pleuroncodes planipes,,,,531.0,,,,,523.0
2798,Procambarus clarkii,,,,532.0,,,,,575.0
2800,Rynchophorus ferrugineus,,,,538.0,,,,,564.0
2801,Schistocerca gregaria,,,,539.0,,,,,514.0
2802,Sesarma reticulatum,,,,544.0,,,,,508.0
2803,Speyeria leto,,,,546.0,,,,,552.0
2804,Systellaspis debilis,,,,549.0,,,,,500.0
2805,Xenos peckii,,,,553.0,,,,,538.7
2806,Acanthropagrus berda,,,,559.0,,,,,566.0
2807,Acanthropagrus major,,,,560.0,,,,,525.0
2808,Acanthropagrus schlegelii,,,,561.0,,,,,563.0
2809,Acanthurus achilles,,,,562.0,,,,,532.0
2810,Acerina cernua,,,,565.0,,,,,533.2
2811,Acipenser fulvescens,,,,566.0,,,,,619.0
2812,Ailuroedus crassirostris,,,,567.0,,,,,559.8
2813,Anas platyrhynchus,,,,571.0,,,,,570.0
2814,Anchoa mitchilli,,,,572.0,,,,,541.0
2815,Antimora rostrata,,,,574.0,,,,,483.0
2816,Aptychotrema rostrata,,,,577.0,,,,,554.8
2817,Aristostomias tittmanni,,,,581.0,,,,,551.0
2818,Asprocottus intermediius,,,,583.0,,,,,512.0
2819,Asteropteryx semipunctatus,,,,584.0,,,,,538.0
2820,Bathylagus bericoides,,,,591.0,,,,,500.0
2821,Bathylagus euryops,,,,592.0,,,,,497.0
2822,Bathylagus longirostris,,,,594.0,,,,,502.0
2823,Batrachocottus baicalensis,,,,595.0,,,,,521.4
2824,Batrachocottus multiradiatus,,,,596.0,,,,,517.3
2825,Batrachocottus nicolskii,,,,597.0,,,,,511.6
2826,Bodianus bilunulatus,,,,600.0,,,,,545.0
2827,Bonapartia pedalioita,,,,602.0,,,,,514.0
2829,Carassius carassius,,,,608.0,,,,,525.5
2830,Cebus sp.,,,,610.0,,,,,563.0
2831,Chaetodon kleinii,,,,614.0,,,,,530.0
2832,Chauliodus sloanei,,,,618.0,,,,,488.0
2833,Chlamydera nuchalis,,,,621.0,,,,,574.5
2834,Citellus lateralis,,,,628.0,,,,,520.0
2836,Comephorus baicalensis,,,,631.0,,,,,501.0
2837,Comephorus dybowskii,,,,632.0,,,,,498.2
2839,Coregonus clupeoides,,,,635.0,,,,,536.0
2840,Coregonus lavaretus,,,,636.0,,,,,539.8
2841,Cottinella boulengeri,,,,638.0,,,,,495.7
2842,Cottocomephorus grewingki,,,,639.0,,,,,523.0
2843,Cottocomephorus inermis,,,,640.0,,,,,520.6
2844,Cottus kessleri,,,,641.0,,,,,546.0
2845,Ctenomys magellanicus,,,,644.0,,,,,510.0
2846,Ctenomys talarum,,,,645.0,,,,,510.0
2847,Cymatogaster aggregata,,,,646.0,,,,,529.0
2849,Damalichthys vacca,,,,651.0,,,,,545.0
2851,Danio aequipinnatus,,,,653.0,,,,,560.0
2852,Dascyllus albisella,,,,654.0,,,,,510.0
2853,Dasyatis kuhlii,,,,655.0,,,,,551.1
2854,Diaphus holti,,,,659.0,,,,,491.0
2855,Dissostichus mawsoni,,,,663.0,,,,,503.7
2856,Dolichonyx orzivorous,,,,664.0,,,,,564.6
2857,Dromiceius novae-hollandae,,,,665.0,,,,,564.0
2858,Embiotoca jacksoni,,,,669.0,,,,,533.0
2859,Embiotoca lateralis,,,,670.0,,,,,536.4
2860,Etroplus suratensis,,,,674.0,,,,,550.0
2861,Gekko gecko,,,,684.0,,,,,521.0
2862,Geoclemys reevesii,,,,685.0,,,,,650.0
2863,Geotria australis,,,,686.0,,,,,615.0
2864,Hexagrammos octagrammus,,,,691.0,,,,,625.0
2865,Howella sherborni,,,,694.0,,,,,432.0
2866,Hypsurus caryi,,,,697.0,,,,,531.8
2868,Kuhlia sandvicensis,,,,702.0,,,,,518.0
2869,Lampanychtus ater,,,,704.0,,,,,485.0
2870,Lepidion eques,,,,708.0,,,,,481.0
2871,Leptocottus armatus,,,,709.0,,,,,503.0
2872,Limnocottus bergianus,,,,711.0,,,,,502.6
2873,Limnocottus eurystomus,,,,712.0,,,,,516.4
