qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore
XP_061097484.1,NP_001104634_opsin3_D_rerio,28.955,335,227,7,33,366,30,354,9.81e-36,131.0
XP_061095016.1,XP_029906589_Myripristis_murdjan_parapinopsin_b,31.25,304,188,4,3,292,8,304,1.95e-44,154.0
XP_061089050.1,XP_039927874_Hirundo_rustica_VA,29.204,339,225,7,35,369,39,366,6.32e-44,153.0
XP_061077045.1,visual_opsin_S125,76.836,354,80,1,7,358,9,362,0.0,555.0
XP_061077044.1,visual_opsin_S124,74.38,363,88,2,2,359,3,365,0.0,556.0
XP_061071715.1,visual_opsin_Gryllus_bimaculatus_green1_ocellar,24.171,211,148,6,7,215,27,227,6.69e-10,55.5
XP_061114928.1,visual_opsin_Trichogramma_pretiosum_LW2,27.055,292,201,3,23,305,27,315,9.39e-39,138.0
XP_061113489.1,visual_opsin_S221,77.889,199,35,2,72,268,121,312,7.330000000000001e-110,320.0
XP_061112894.1,visual_opsin_S59,97.458,354,9,0,1,354,1,354,0.0,716.0
XP_061112527.1,visual_opsin_S78,85.673,349,50,0,1,349,1,349,0.0,632.0
AAC12765.1,visual_opsin_S104,100.0,348,0,0,1,348,1,348,0.0,716.0
NP_990821.1,visual_opsin_S121,100.0,355,0,0,1,355,1,355,0.0,736.0
NP_990769.1,visual_opsin_S92,100.0,347,0,0,1,347,1,347,0.0,712.0
P51475.1,NP_990740_Gallus_gallus_pinopsin,99.43,351,2,0,1,351,1,351,0.0,714.0
P22329.1,visual_opsin_S130,100.0,362,0,0,1,362,1,362,0.0,745.0
P28682.1,visual_opsin_S126,100.0,361,0,0,1,361,1,361,0.0,739.0
NP_001384426.1,visual_opsin_S215,100.0,351,0,0,1,351,1,351,0.0,725.0
NP_001296985.2,XP_023132487_Amphiprion_ocellaris_parapinopsin_a,33.333,291,180,6,19,301,20,304,2.4099999999999998e-46,160.0
NP_001156364.2,NP_001104634_opsin3_D_rerio,32.203,295,188,6,14,303,22,309,6.889999999999999e-42,146.0
NP_990771.2,visual_opsin_S130,99.724,362,1,0,1,362,1,362,0.0,744.0
BBC27385.1,XP_044208099_Thunnus_albacares_parapinopsin_a,32.639,288,182,5,28,314,37,313,2.8e-46,159.0
AGK25001.1,XP_040523482_opsin3_G_gallus,41.325,317,159,5,12,308,8,317,1.6e-78,243.0
BAG65739.2,NP_001104634_opsin3_D_rerio,32.203,295,188,6,14,303,22,309,7.969999999999999e-42,146.0
AAB47565.1,NP_990740_Gallus_gallus_pinopsin,99.145,351,3,0,1,351,1,351,0.0,709.0
BAA00610.1,visual_opsin_S116,100.0,351,0,0,1,351,1,351,0.0,724.0
P32310.1,visual_opsin_S122,100.0,351,0,0,1,351,1,351,0.0,724.0
XP_026116811.1,visual_opsin_S117,100.0,349,0,0,1,349,1,349,0.0,719.0
XP_026093682.1,XP_040192749_Rana_temporaria_pinopsin,38.272,324,191,4,32,349,43,363,1.93e-75,235.0
XP_026069817.1,XP_006638720_opsin_3_Lepisosteus_oculatus,41.696,283,157,2,35,311,19,299,1.56e-78,243.0
XP_026069166.1,visual_opsin_S118,100.0,349,0,0,1,349,1,349,0.0,716.0
XP_026069165.1,visual_opsin_S78,92.264,349,27,0,1,349,1,349,0.0,679.0
XP_026069164.1,visual_opsin_S78,91.223,319,25,1,1,319,1,316,0.0,611.0
XP_026056160.1,visual_opsin_S287,29.655,290,186,3,53,342,58,329,1.57e-41,148.0
XP_026050922.1,XP_033941701_Pseudochaenichthys_georgianus_parietopsin,32.143,308,199,5,5,306,26,329,1.08e-48,164.0
XP_026146098.1,XP_007057799_Chelonia_mydas_pinopsin,30.795,302,196,7,51,350,27,317,2.48e-39,139.0
XP_026142095.1,XP_040462626_Falco_naumanni_VA,32.131,305,192,8,24,324,40,333,3.86e-45,156.0
XP_026131432.1,visual_opsin_S82,99.72,357,1,0,1,357,1,357,0.0,732.0
XP_026117029.1,visual_opsin_S82,95.798,357,15,0,1,357,1,357,0.0,712.0
XP_026117008.1,visual_opsin_S122,93.678,348,22,0,6,353,4,351,0.0,681.0
XP_026107414.1,visual_opsin_S162,96.045,354,14,0,1,354,1,354,0.0,705.0
XP_026107403.1,visual_opsin_S108,98.305,354,6,0,1,354,1,354,0.0,718.0
XP_026100307.1,visual_opsin_S84,100.0,336,0,0,1,336,1,336,0.0,688.0
P32313.1,visual_opsin_S82,100.0,357,0,0,1,357,1,357,0.0,736.0
AAA49191.1,visual_opsin_S108,100.0,354,0,0,1,354,1,354,0.0,732.0
ACZ97946.1,visual_opsin_S82,95.238,357,17,0,1,357,1,357,0.0,709.0
AJD38852.1,visual_opsin_S213,81.87,353,62,1,1,353,1,351,0.0,612.0
AAT91642.1,visual_opsin_S145,88.021,384,45,1,1,383,23,406,0.0,695.0
AAT91645.1,visual_opsin_S146,77.428,381,83,2,1,378,1,381,0.0,598.0
AAT91644.1,visual_opsin_S268,79.534,386,67,3,1,377,1,383,0.0,634.0
AAT91643.1,visual_opsin_S182,78.515,377,81,0,1,377,1,377,0.0,640.0
XP_074033217.1,visual_opsin_S290,48.113,318,149,3,39,352,93,398,4.1e-104,315.0
XP_074027146.1,visual_opsin_S242,88.172,372,44,0,1,372,1,372,0.0,692.0
XP_074027145.1,visual_opsin_S242,88.172,372,44,0,9,380,1,372,0.0,692.0
XP_074036764.1,visual_opsin_S241,74.074,378,92,2,1,378,1,372,0.0,598.0
XP_023018922.2,visual_opsin_S241,71.618,377,102,2,1,377,1,372,0.0,571.0
APY20620.1,visual_opsin_S242,87.903,372,45,0,1,372,1,372,0.0,691.0
APY20619.1,visual_opsin_S241,71.618,377,102,2,1,377,1,372,0.0,573.0
ACB99465.1,visual_opsin_S149,92.997,357,24,1,1,356,1,357,0.0,695.0
ACB99463.1,visual_opsin_S148,87.921,356,43,0,1,356,1,356,0.0,642.0
AQZ42275.1,visual_opsin_S151,97.727,352,8,0,1,352,1,352,0.0,710.0
AQZ42175.1,visual_opsin_S156,98.588,354,5,0,1,354,1,354,0.0,721.0
XP_035630200.2,XP_048014214_Megalobrama_amblycephala_parietopsin,28.659,328,214,6,84,406,20,332,1.3599999999999999e-42,149.0
XP_052379282.1,NP_001104634_opsin3_D_rerio,31.214,346,217,9,26,358,35,372,4.34e-44,152.0
XP_052349126.1,XP_006638720_opsin_3_Lepisosteus_oculatus,40.333,300,160,3,28,310,2,299,1.69e-75,235.0
XP_052329676.1,visual_opsin_S302,77.374,358,68,1,3,347,10,367,0.0,576.0
XP_052329675.1,visual_opsin_S302,77.654,358,67,1,3,347,10,367,0.0,577.0
XP_035633247.2,visual_opsin_S305,85.632,348,49,1,7,353,10,357,0.0,635.0
XP_052363545.1,visual_opsin_S147,85.345,348,51,0,6,353,9,356,0.0,635.0
XP_035599182.1,XP_018424575_Nanorana_parkeri_VA,30.539,334,213,9,28,357,39,357,5.64e-43,150.0
XP_035597251.1,visual_opsin_S164,82.768,354,60,1,1,353,1,354,0.0,613.0
XP_035594035.1,visual_opsin_S53,88.136,354,42,0,1,354,1,354,0.0,644.0
XP_035653299.1,visual_opsin_S78,79.37,349,68,2,1,345,1,349,0.0,572.0
XP_035648643.1,NP_001104634_opsin3_D_rerio,30.368,326,209,9,29,350,21,332,3.73e-38,137.0
XP_035643275.1,visual_opsin_S318,37.631,287,157,6,1,274,90,367,9.28e-61,199.0
XP_035633248.1,visual_opsin_S213,74.644,351,87,2,4,354,1,349,0.0,558.0
XP_035633246.1,visual_opsin_S308,85.994,357,50,0,1,357,1,357,0.0,658.0
AAP58335.1,visual_opsin_S300,74.359,351,88,2,4,354,1,349,0.0,553.0
AAP58334.1,visual_opsin_S296,82.282,333,59,0,1,333,1,333,0.0,582.0
AAP58333.1,visual_opsin_S79,77.586,348,74,1,3,346,2,349,0.0,553.0
AAP58331.1,visual_opsin_S308,84.594,357,55,0,1,357,1,357,0.0,649.0
QPZ85632.1,visual_opsin_S198,86.932,352,42,1,1,352,1,348,0.0,621.0
QPZ85628.1,visual_opsin_S198,86.119,353,44,1,1,353,1,348,0.0,615.0
QPZ85623.1,visual_opsin_S206,82.621,351,60,1,1,350,1,351,0.0,608.0
QPZ85611.1,visual_opsin_S6,100.0,351,0,0,1,351,1,351,0.0,723.0
AAU93395.1,visual_opsin_Nymphalis_antiopa_LW2,100.0,323,0,0,32,354,1,323,0.0,666.0
AAY16525.1,visual_opsin_S145,88.251,383,45,0,1,383,23,405,0.0,695.0
AAY16526.1,visual_opsin_S182,84.474,380,58,1,1,380,1,379,0.0,703.0
AGL76522.1,visual_opsin_S308,92.437,357,27,0,1,357,1,357,0.0,693.0
AGL76521.1,visual_opsin_S308,92.717,357,26,0,1,357,1,357,0.0,696.0
AGL76520.1,visual_opsin_S308,92.997,357,25,0,1,357,1,357,0.0,697.0
AGL76517.1,visual_opsin_S308,92.437,357,27,0,1,357,1,357,0.0,694.0
AGL76516.1,visual_opsin_S311,86.127,346,48,0,7,352,1,346,0.0,621.0
AGL76515.1,visual_opsin_S311,87.572,346,43,0,7,352,1,346,0.0,630.0
AGL76514.1,visual_opsin_S311,87.283,346,44,0,7,352,1,346,0.0,627.0
XP_074882855.1,visual_opsin_S237,96.117,309,12,0,1,309,42,350,0.0,617.0
XP_074882852.1,visual_opsin_S172,97.983,347,7,0,1,347,1,347,0.0,699.0
XP_074912215.1,visual_opsin_S171,99.155,355,3,0,1,355,1,355,0.0,732.0
XP_074909660.1,visual_opsin_S330,97.436,351,9,0,1,351,1,351,0.0,715.0
AAY26033.1,visual_opsin_S32,98.305,354,6,0,1,354,1,354,0.0,721.0
AAX11207.1,visual_opsin_S305,92.717,357,25,1,1,356,1,357,0.0,695.0
AAY26070.1,visual_opsin_S211,99.432,352,2,0,1,352,1,352,0.0,720.0
ADA77665.1,visual_opsin_S212,99.148,352,3,0,1,352,1,352,0.0,715.0
ADA77649.1,visual_opsin_S210,99.432,352,2,0,1,352,1,352,0.0,720.0
XP_059189924.1,XP_036389248_Megalops_cyprinoides_parapinopsin_a,28.834,326,216,5,21,344,32,343,1.49e-42,149.0
XP_059189923.1,XP_036389248_Megalops_cyprinoides_parapinopsin_a,30.0,310,201,5,64,371,48,343,3e-41,145.0
XP_059188698.1,visual_opsin_S54,91.525,354,28,1,1,352,1,354,0.0,667.0
XP_059188243.1,XP_010746869_Larimichthys_crocea_parapinopsin_a,28.814,295,203,4,8,301,15,303,1e-43,152.0
XP_059185641.1,visual_opsin_S200,86.402,353,48,0,1,353,1,353,0.0,629.0
XP_059184870.1,visual_opsin_S201,88.352,352,41,0,1,352,1,352,0.0,645.0
XP_059184869.1,visual_opsin_S200,83.286,353,58,1,1,352,1,353,0.0,602.0
XP_059184646.1,visual_opsin_S191,86.377,345,47,0,1,345,1,345,0.0,621.0
XP_059184645.1,visual_opsin_S151,88.636,352,40,0,1,352,1,352,0.0,629.0
XP_059184526.1,visual_opsin_S151,89.205,352,38,0,1,352,1,352,0.0,630.0
XP_059184525.1,visual_opsin_S151,88.068,352,42,0,1,352,1,352,0.0,626.0
XP_059183272.1,XP_040523482_opsin3_G_gallus,42.222,315,168,4,15,320,4,313,2.98e-80,249.0
XP_059213931.1,visual_opsin_Baetis_sp_AD2013_LW1,37.864,309,189,2,7,315,14,319,4.55e-73,228.0
XP_059212898.1,NP_001104634_opsin3_D_rerio,32.979,282,176,7,24,301,35,307,4.94e-43,150.0
XP_059212643.1,XP_040523482_opsin3_G_gallus,31.56,282,189,1,23,304,44,321,7.56e-43,149.0
XP_059212642.1,XP_040523482_opsin3_G_gallus,31.449,283,189,2,23,305,44,321,7.109999999999999e-42,146.0
XP_059212251.1,XP_040523482_opsin3_G_gallus,30.743,296,192,6,27,320,37,321,6.289999999999999e-38,137.0
XP_059202295.1,XP_040523482_opsin3_G_gallus,37.975,316,178,4,43,344,30,341,6.6099999999999995e-74,232.0
XP_059200826.1,visual_opsin_Baetis_sp_EP001_LW3,30.872,298,193,3,22,310,28,321,1.7e-47,162.0
XP_059198503.1,XP_040523482_opsin3_G_gallus,38.816,304,168,4,26,318,21,317,1.2899999999999999e-74,233.0
ANV21068.1,visual_opsin_S80,85.797,345,48,1,1,344,1,345,0.0,639.0
ANV21066.1,visual_opsin_S157,100.0,345,0,0,1,345,1,345,0.0,707.0
ANV21063.1,visual_opsin_S158,99.723,361,1,0,1,361,1,361,0.0,740.0
ANV21062.1,visual_opsin_S160,98.588,354,5,0,1,354,1,354,0.0,719.0
ANV21058.1,visual_opsin_S159,99.717,353,1,0,1,353,1,353,0.0,724.0
AAR14684.1,visual_opsin_S157,99.13,345,3,0,1,345,1,345,0.0,702.0
AAR14683.1,visual_opsin_S160,100.0,354,0,0,1,354,1,354,0.0,728.0
AAR14682.1,visual_opsin_S159,100.0,353,0,0,1,353,1,353,0.0,727.0
AAR14681.1,visual_opsin_S158,100.0,361,0,0,1,361,1,361,0.0,743.0
XP_029725914.2,visual_opsin_S290,48.767,365,172,3,104,453,76,440,5.59e-125,369.0
XP_062708568.1,visual_opsin_Aedes_aegypti_GPROP8_UV,97.222,324,9,0,31,354,1,324,0.0,664.0
AFC36363.1,visual_opsin_Aedes_aegypti_GPROP1_LW,96.285,323,12,0,24,346,1,323,0.0,644.0
XP_061766575.1,BR002505_P_annectens_VA_opsin,28.571,350,232,8,38,383,42,377,1.58e-45,158.0
XP_061760379.1,visual_opsin_Baetis_sp_EP001_LW3,29.831,295,194,3,21,306,27,317,2.44e-41,145.0
XP_061760219.1,visual_opsin_S54,92.09,354,26,1,1,352,1,354,0.0,669.0
XP_061755991.1,XP_040523482_opsin3_G_gallus,38.957,326,190,3,13,332,7,329,8.12e-78,241.0
XP_061755563.1,XP_040523482_opsin3_G_gallus,31.849,292,189,2,17,302,31,318,3.1400000000000004e-43,150.0
XP_061742088.1,XP_026798920_Pangasianodon_hypophthalmus_VA_a,30.986,284,187,6,50,332,45,320,3.58e-37,135.0
XP_061735269.1,XP_006638720_opsin_3_Lepisosteus_oculatus,39.527,296,174,2,19,311,6,299,8.74e-78,241.0
XP_061731704.1,visual_opsin_Cloeon_dipterum_LW1,38.387,310,186,3,7,315,14,319,7.470000000000001e-72,224.0
XP_061731703.1,visual_opsin_Cloeon_dipterum_LW1,38.387,310,186,3,12,320,14,319,1.01e-71,224.0
XP_061731702.1,visual_opsin_Cloeon_dipterum_LW1,38.387,310,186,3,7,315,14,319,7.97e-72,224.0
XP_061731701.1,visual_opsin_Cloeon_dipterum_LW1,38.387,310,186,3,7,315,14,319,7.61e-72,224.0
XP_061731700.1,visual_opsin_Cloeon_dipterum_LW1,38.387,310,186,3,12,320,14,319,1.09e-71,224.0
XP_061730826.1,visual_opsin_S206,82.051,351,63,0,1,351,1,351,0.0,616.0
XP_061730825.1,visual_opsin_S213,84.943,352,52,1,1,352,1,351,0.0,629.0
XP_061730824.1,visual_opsin_S307,92.997,357,25,0,3,359,1,357,0.0,696.0
XP_061730401.1,visual_opsin_S151,88.636,352,40,0,1,352,1,352,0.0,626.0
XP_061730400.1,visual_opsin_S151,92.045,352,28,0,1,352,1,352,0.0,646.0
XP_061777550.1,NP_001104634_opsin3_D_rerio,38.329,347,191,5,48,374,32,375,1.0500000000000001e-79,247.0
XP_061757909.1,visual_opsin_Sogatella_furcifera_LW,38.7,323,189,5,9,326,4,322,5.68e-73,228.0
XP_061757903.1,visual_opsin_S318,40.426,282,161,5,1,278,90,368,2.68e-64,209.0
ABF66146.1,visual_opsin_S144,90.289,381,37,0,1,381,1,381,0.0,721.0
ABF66143.1,visual_opsin_S143,91.579,380,32,0,1,380,1,380,0.0,749.0
ABF66140.1,visual_opsin_S142,90.358,363,35,0,1,363,1,363,0.0,709.0
ABF66137.1,visual_opsin_S145,96.875,384,12,0,1,384,23,406,0.0,773.0
XP_035858407.1,visual_opsin_S305,83.754,357,58,0,1,357,1,357,0.0,641.0
XP_035858406.1,visual_opsin_S305,82.913,357,61,0,1,357,1,357,0.0,632.0
XP_035851437.1,NP_001104634_opsin3_D_rerio,29.395,347,215,13,23,355,21,351,4.0900000000000004e-36,132.0
XP_035861724.1,visual_opsin_Xenos_vesparum_LW1_partial,31.6,250,162,4,32,276,36,281,1.54e-29,114.0
XP_031146277.1,XP_010746869_Larimichthys_crocea_parapinopsin_a,28.475,295,204,4,8,301,15,303,2.4999999999999997e-42,148.0
XP_031143994.1,NP_001104634_opsin3_D_rerio,28.571,322,221,4,27,346,35,349,4.48e-44,152.0
XP_031143869.1,BR002519_N_notabilis_pinopsin,30.097,309,203,9,19,326,39,335,1.04e-40,143.0
XP_031143585.1,visual_opsin_S302,84.524,336,52,0,3,338,10,345,0.0,595.0
XP_031172674.1,visual_opsin_S54,89.266,354,36,1,1,352,1,354,0.0,655.0
XP_031172549.1,visual_opsin_S287,32.056,287,184,3,53,339,58,333,2.65e-43,152.0
XP_031172275.1,visual_opsin_S164,86.441,354,48,0,1,354,1,354,0.0,643.0
XP_031162516.1,visual_opsin_S302,86.905,336,44,0,3,338,10,345,0.0,607.0
XP_031158792.1,XP_040523482_opsin3_G_gallus,40.288,278,157,3,45,316,34,308,1.37e-71,225.0
XP_031158790.1,XP_005996890_opsin_3_Latimeria_chalumnae,37.346,324,187,4,30,340,8,328,2.82e-75,235.0
XP_031158789.1,XP_005996890_opsin_3_Latimeria_chalumnae,37.346,324,187,4,30,340,8,328,1.2899999999999999e-74,233.0
XP_031157338.1,visual_opsin_S198,84.438,347,54,0,6,352,2,348,0.0,605.0
XP_031153547.1,XP_040523482_opsin3_G_gallus,36.524,397,215,8,18,383,4,394,6.31e-81,250.0
XP_031150008.1,visual_opsin_Baetis_sp_EP001_LW3,30.201,298,195,3,22,310,28,321,4.19e-47,161.0
XP_031135373.1,visual_opsin_S305,82.633,357,62,0,1,357,1,357,0.0,634.0
XP_031150337.1,XP_040523482_opsin3_G_gallus,37.793,299,178,2,26,318,21,317,1.77e-72,228.0
BBI55015.1,XP_006638720_opsin_3_Lepisosteus_oculatus,42.049,283,156,2,35,311,19,299,1.18e-80,248.0
BBI55014.1,XP_040523482_opsin3_G_gallus,40.293,273,152,3,1,265,74,343,8.21e-66,208.0
BBI55013.1,visual_opsin_S51,97.175,354,8,1,1,352,1,354,0.0,709.0
BBI55012.1,visual_opsin_S69,100.0,352,0,0,1,352,1,352,0.0,723.0
BBI55007.1,visual_opsin_S122,73.239,355,91,2,1,355,1,351,0.0,552.0
BBI55005.1,visual_opsin_S219,88.338,343,37,1,1,340,1,343,0.0,621.0
ACS49827.1,visual_opsin_S313,100.0,352,0,0,1,352,1,352,0.0,727.0
NP_571394.2,visual_opsin_S85,99.702,336,1,0,1,336,1,336,0.0,688.0
NP_571159.2,visual_opsin_S163,100.0,354,0,0,1,354,1,354,0.0,729.0
NP_001303878.1,visual_opsin_S287,29.371,286,190,3,53,338,58,331,1.46e-41,148.0
NP_001303875.1,XP_037101625_Syngnathus_acus_parapinopsin_a,31.429,280,185,4,22,300,30,303,2.8800000000000003e-43,150.0
NP_001303877.1,XP_026077609_Carassius_auratus_parapinopsin_b,32.215,298,192,5,5,301,15,303,1.0399999999999999e-45,158.0
NP_001038457.1,XP_010746869_Larimichthys_crocea_parapinopsin_a,31.25,288,191,4,14,300,22,303,4.08e-45,155.0
NP_001073125.2,XP_030060665_Microcaecilia_unicolor_VA,27.895,380,254,9,13,387,19,383,4.9299999999999995e-46,159.0
NP_001299608.2,XP_040523482_opsin3_G_gallus,39.009,323,167,5,68,369,4,317,1.32e-75,238.0
Q9W6A9.2,visual_opsin_S85,100.0,336,0,0,1,336,1,336,0.0,689.0
Q9W6A5.2,visual_opsin_S76,100.0,349,0,0,1,349,1,349,0.0,717.0
Q8AYN0.1,visual_opsin_S82,91.317,357,30,1,1,356,1,357,0.0,677.0
Q8AYM8.1,visual_opsin_S77,100.0,349,0,0,1,349,1,349,0.0,718.0
Q9W6A8.1,visual_opsin_S208,100.0,354,0,0,1,354,1,354,0.0,731.0
Q9W6A7.1,visual_opsin_S82,93.838,357,22,0,1,357,1,357,0.0,703.0
NP_001303876.1,XP_029379533_Echeneis_naucrates_parietopsin,29.293,297,203,5,10,305,24,314,1.17e-39,139.0
NP_001269303.1,NP_001104634_opsin3_D_rerio,39.286,336,182,7,51,375,32,356,5.1800000000000006e-79,244.0
NP_001112371.1,XP_040523482_opsin3_G_gallus,40.663,332,182,5,21,342,16,342,9.97e-81,249.0
XP_073765023.1,XP_037101625_Syngnathus_acus_parapinopsin_a,31.429,280,185,4,50,328,30,303,8.58e-43,150.0
XP_073806759.1,visual_opsin_S242,35.185,324,153,6,47,315,53,374,1.5e-59,195.0
XP_073806758.1,visual_opsin_S242,38.11,328,190,6,47,367,53,374,6.33e-72,229.0
XP_021325391.2,visual_opsin_S287,29.371,286,190,3,53,338,58,331,1.6499999999999999e-41,147.0
XP_073773407.1,visual_opsin_Laodelphax_striatellus_LW,38.532,327,178,5,50,366,9,322,5.48e-75,233.0
XP_073772120.1,visual_opsin_S51,78.717,343,72,1,60,402,1,342,0.0,588.0
XP_073769572.1,XP_005996890_opsin_3_Latimeria_chalumnae,38.679,318,177,4,18,320,8,322,8.199999999999999e-74,230.0
XP_073769546.1,visual_opsin_Ischnura_asiatica_LWE1,40.728,302,171,4,22,319,25,322,1.01e-76,238.0
XP_073769545.1,visual_opsin_Ischnura_asiatica_LWE1,40.728,302,171,4,22,319,25,322,1.62e-76,237.0
NP_001002443.1,visual_opsin_S82,90.476,357,33,1,1,356,1,357,0.0,674.0
NP_001304693.1,XP_047218668_Girardinichthys_multiradiatus_parapinopsin_a,30.084,359,219,9,15,364,11,346,2.3800000000000003e-37,134.0
NP_001303874.1,XP_028970850_Esox_lucius_parietopsin,33.447,293,191,4,12,303,37,326,2.6499999999999997e-46,157.0
NP_001303879.1,XP_030392523_Gopherus_evgoodei_pinopsin,29.63,324,207,7,22,338,34,343,3.1e-44,153.0
NP_001269304.1,XP_005996890_opsin_3_Latimeria_chalumnae,38.679,318,177,4,18,320,8,322,7.74e-74,231.0
NP_001269302.1,NP_001104634_opsin3_D_rerio,39.933,298,171,2,30,321,28,323,1.17e-78,243.0
NP_001268434.1,XP_005996890_opsin_3_Latimeria_chalumnae,39.474,342,175,6,27,356,7,328,1.04e-77,240.0
NP_001245152.1,visual_opsin_S242,37.805,328,191,6,18,338,53,374,6.120000000000001e-72,228.0
NP_001103501.1,visual_opsin_S51,78.717,343,72,1,1,343,1,342,0.0,587.0
ALG92565.1,XP_048361977_Sphaerodactylus_townsendi_VA,32.77,296,196,2,26,321,37,329,2.5099999999999998e-52,173.0
ALG92537.1,visual_opsin_S79,100.0,349,0,0,1,349,1,349,0.0,717.0
ALG92536.1,visual_opsin_S78,100.0,349,0,0,1,349,1,349,0.0,719.0
ALG92535.1,visual_opsin_S77,99.713,349,1,0,1,349,1,349,0.0,716.0
AGK24996.1,XP_040523482_opsin3_G_gallus,39.009,323,167,5,17,318,4,317,3.69e-76,238.0
AAI64171.1,visual_opsin_S163,99.718,354,1,0,1,354,1,354,0.0,728.0
AAI16615.1,visual_opsin_Sogatella_furcifera_LW,38.462,325,177,5,43,358,12,322,1.18e-70,224.0
AAH67683.1,visual_opsin_S85,99.405,336,2,0,1,336,1,336,0.0,687.0
AAD24756.1,visual_opsin_S85,98.81,336,4,0,1,336,1,336,0.0,679.0
AAD24753.1,visual_opsin_S209,100.0,349,0,0,1,349,1,349,0.0,717.0
AAD24752.1,visual_opsin_S76,99.713,349,1,0,1,349,1,349,0.0,716.0
AAD20549.1,visual_opsin_S82,93.838,357,21,1,1,356,1,357,0.0,699.0
AAD14679.1,visual_opsin_S163,98.87,354,4,0,1,354,1,354,0.0,720.0
CAE30416.1,visual_opsin_S82,94.118,357,21,0,1,357,1,357,0.0,704.0
CAD43423.1,BAV78538_visible_light_sensitive_parapinopsin_Danio_rerio,86.25,320,27,2,1,320,1,303,0.0,534.0
P22269.1,visual_opsin_S166,87.328,363,46,0,9,371,11,373,0.0,671.0
XP_065361768.1,visual_opsin_S290,58.824,323,132,1,2,324,98,419,7.08e-142,410.0
XP_065358973.1,visual_opsin_S288,82.804,378,60,1,12,389,11,383,0.0,670.0
XP_065356544.1,visual_opsin_Lucilia_cuprina_SW_Rh5,91.975,324,26,0,38,361,1,324,0.0,636.0
XP_065355107.1,visual_opsin_S166,88.338,343,40,0,1,343,31,373,0.0,641.0
XP_065371719.1,visual_opsin_Lucilia_cuprina_Rh2,94.737,323,17,0,24,346,1,323,0.0,642.0
XP_065369707.1,visual_opsin_S323,86.721,369,49,0,1,369,1,369,0.0,684.0
CAI47590.1,visual_opsin_S323,86.179,369,51,0,1,369,1,369,0.0,677.0
CAI47589.1,visual_opsin_Lucilia_cuprina_SW_Rh5,91.667,324,27,0,38,361,1,324,0.0,633.0
CAI47588.1,visual_opsin_S288,82.54,378,61,1,12,389,11,383,0.0,667.0
XP_033778260.1,visual_opsin_S252,86.93,329,43,0,11,339,37,365,0.0,595.0
XP_033782390.1,visual_opsin_S354,92.655,354,25,1,1,354,1,353,0.0,682.0
XP_061142940.1,XP_040523482_opsin3_G_gallus,38.413,315,183,3,15,320,5,317,1.22e-76,238.0
XP_061140680.1,XP_036980885_Acanthopagrus_latus_VA_a,32.0,300,189,7,37,333,39,326,2.09e-44,155.0
XP_061126964.1,XP_040523482_opsin3_G_gallus,24.183,306,199,5,6,311,47,319,1.39e-26,106.0
XP_061126958.1,XP_026094565_Carassius_auratus_parietopsin,31.667,300,199,4,6,303,14,309,8.8e-44,150.0
XP_061128921.1,visual_opsin_S287,30.662,287,188,3,53,339,58,333,7.600000000000001e-43,151.0
XP_061128212.1,visual_opsin_S54,91.808,354,29,0,1,354,1,354,0.0,671.0
XP_061122117.1,XP_040523482_opsin3_G_gallus,40.379,317,176,3,12,320,2,313,5.2800000000000005e-80,248.0
XP_061150033.1,visual_opsin_Ischnura_asiatica_LWE1,40.066,302,173,4,18,315,25,322,7.31e-73,227.0
XP_061150030.1,visual_opsin_Ischnura_asiatica_LWE1,40.066,302,173,4,18,315,25,322,6.620000000000001e-73,227.0
XP_061149618.1,visual_opsin_Xenopsylla_cheopis_LwB,22.997,287,184,9,14,291,28,286,1.35e-10,57.4
XP_061148305.1,visual_opsin_S147,91.292,356,31,0,1,356,1,356,0.0,679.0
XP_061148188.1,visual_opsin_S213,82.386,352,61,1,1,352,1,351,0.0,606.0
XP_061148187.1,visual_opsin_S301,84.375,352,54,1,1,352,1,351,0.0,592.0
XP_061147195.1,visual_opsin_S151,88.636,352,40,0,1,352,1,352,0.0,620.0
XP_061128090.1,XP_040523482_opsin3_G_gallus,37.427,342,191,5,23,344,13,351,6.83e-78,242.0
XP_071893658.1,visual_opsin_S92,92.464,345,26,0,2,346,3,347,0.0,650.0
XP_027300704.1,visual_opsin_S121,98.873,355,4,0,1,355,1,355,0.0,732.0
XP_005012111.1,visual_opsin_S353,99.43,351,2,0,1,351,1,351,0.0,722.0
XP_006088441.1,visual_opsin_S238,93.714,350,21,1,1,349,1,350,0.0,677.0
XP_006087726.1,visual_opsin_S259,93.407,364,24,0,1,364,1,364,0.0,701.0
XP_006083873.1,visual_opsin_S357,97.414,348,9,0,1,348,1,348,0.0,705.0
AVR48116.1,visual_opsin_S62,92.082,341,27,0,1,341,1,341,0.0,663.0
XP_016529618.1,visual_opsin_S287,31.359,287,186,3,62,348,58,333,4.46e-41,147.0
XP_016528702.1,XP_040523482_opsin3_G_gallus,42.489,233,116,3,22,240,3,231,7.300000000000001e-58,187.0
XP_016525280.1,NP_001296979_Columba_livia_pinopsin,30.968,310,195,4,11,307,12,315,5.25e-45,156.0
XP_016535418.1,visual_opsin_Cloeon_dipterum_LW1,38.535,314,188,3,3,315,10,319,3.81e-77,239.0
